"Sgnyea","Ctnm_en","Ctnm_id","Cttyp_en","Prvcnm_id","Prvcnm_en","Eect01","Eect04"
"1998","Xianning (city)","421200","City (Sub-provincial level)","420000","Hubei (province)","274.6900",""
"1998","Enshi Tujia and Miao Autonomous Prefecture","422800","City (Sub-provincial level)","420000","Hubei (province)","379.1200",""
"1998","Loudi (city)","431300","City (Sub-provincial level)","430000","Hunan (province)","394.2500",""
"1998","Xiangxi Tujia and Miao Autonomous Prefecture","433100","City (Sub-provincial level)","430000","Hunan (province)","256.5700",""
"1998","Baise (city)","451000","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","360.7000",""
"1998","Hezhou (city)","451100","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","201.1000",""
"1998","Hechi (city)","451200","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","374.0000",""
"1998","Laibin (city)","451300","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","396.0000",""
"1998","Chongzuo (city)","451400","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","551.4000",""
"1998","Meishan (city)","511400","City (Sub-provincial level)","510000","Sichuan (province)","336.4000",""
"1998","Dazhou (city)","511700","City (Sub-provincial level)","510000","Sichuan (province)","613.0000",""
"1998","Ya'an (city)","511800","City (Sub-provincial level)","510000","Sichuan (province)","148.9000",""
"1998","Bazhong (city)","511900","City (Sub-provincial level)","510000","Sichuan (province)","339.3000",""
"1998","Ziyang (city)","512000","City (Sub-provincial level)","510000","Sichuan (province)","488.1000",""
"1998","Aba Tibetan and Qiang Autonomous Prefecture","513200","City (Sub-provincial level)","510000","Sichuan (province)","81.3000",""
"1998","Ganzi Tibetan Autonomous Prefecture","513300","City (Sub-provincial level)","510000","Sichuan (province)","87.2000",""
"1998","Liangshan Yi Autonomous Prefecture","513400","City (Sub-provincial level)","510000","Sichuan (province)","390.0000",""
"1998","Ili Prefecture","654100","City (Sub-provincial level)","650000","Xinjiang Uygur Autonomous Region","206.7372",""
"1998","Jiuquan (city)","620900","City (Sub-provincial level)","620000","Gansu (province)","90.1400",""
"1998","Shangluo (city)","611000","City (Sub-provincial level)","610000","Shaanxi (province)","236.3320",""
"1998","Gannan Tibetan Autonomous Prefecture","623000","City (Sub-provincial level)","620000","Gansu (province)","65.5500",""
"1998","Pingliang (city)","620800","City (Sub-provincial level)","620000","Gansu (province)","216.6600",""
"1998","Wuwei (city)","620600","City (Sub-provincial level)","620000","Gansu (province)","188.3400",""
"1998","Linxia Hui Autonomous Prefecture","622900","City (Sub-provincial level)","620000","Gansu (province)","184.2500",""
"1998","Dingxi (city)","621100","City (Sub-provincial level)","620000","Gansu (province)","288.1800",""
"1998","Ankang (city)","610900","City (Sub-provincial level)","610000","Shaanxi (province)","291.3038",""
"1998","Qingyang (city)","621000","City (Sub-provincial level)","620000","Gansu (province)","247.3900",""
"1998","Zhangye (city)","620700","City (Sub-provincial level)","620000","Gansu (province)","125.3100",""
"1998","Yulin (city)","610800","City (Sub-provincial level)","610000","Shaanxi (province)","316.2192",""
"1998","Longnan (city)","621200","City (Sub-provincial level)","620000","Gansu (province)","266.2800",""
"1998","Lhasa (city)","540100","City (Sub-provincial level)","540000","Tibet Autonomous Region","39.6170",""
"1998","Shigatse (city)","540200","City (Sub-provincial level)","540000","Tibet Autonomous Region","62.3815",""
"1998","Qamdo (city)","540300","City (Sub-provincial level)","540000","Tibet Autonomous Region","55.1164",""
"1998","Nyingchi (city)","540400","City (Sub-provincial level)","540000","Tibet Autonomous Region","14.6169",""
"1998","Shannan (city)","540500","City (Sub-provincial level)","540000","Tibet Autonomous Region","31.3900",""
"1998","Nagqu Prefecture","542400","City (Sub-provincial level)","540000","Tibet Autonomous Region","35.0423",""
"1998","Ngari Prefecture","542500","City (Sub-provincial level)","540000","Tibet Autonomous Region","7.2228",""
"1999","Turpan Prefecture","652100","City (Sub-provincial level)","650000","Xinjiang Uygur Autonomous Region","54.6017",""
"1999","Hami Prefecture","652200","City (Sub-provincial level)","650000","Xinjiang Uygur Autonomous Region","48.4529",""
"1999","Changji Hui Autonomous Prefecture","652300","City (Sub-provincial level)","650000","Xinjiang Uygur Autonomous Region","148.1848",""
"1999","Bortala Mongol Autonomous Prefecture","652700","City (Sub-provincial level)","650000","Xinjiang Uygur Autonomous Region","40.3733",""
"1999","Bayingolin Mongol Autonomous Prefecture","652800","City (Sub-provincial level)","650000","Xinjiang Uygur Autonomous Region","101.2259",""
"1999","Aksu Prefecture","652900","City (Sub-provincial level)","650000","Xinjiang Uygur Autonomous Region","201.3456",""
"1999","Kizilsu Kirghiz Autonomous Prefecture","653000","City (Sub-provincial level)","650000","Xinjiang Uygur Autonomous Region","43.2373",""
"1999","Kashgar Prefecture","653100","City (Sub-provincial level)","650000","Xinjiang Uygur Autonomous Region","334.1536",""
"1999","Hotan Prefecture","653200","City (Sub-provincial level)","650000","Xinjiang Uygur Autonomous Region","161.3793",""
"1999","Ili Kazakh Autonomous Prefecture","654000","City (Sub-provincial level)","650000","Xinjiang Uygur Autonomous Region","385.8422",""
"1999","Tacheng Prefecture","654200","City (Sub-provincial level)","650000","Xinjiang Uygur Autonomous Region","91.1979",""
"1999","Altay Prefecture","654300","City (Sub-provincial level)","650000","Xinjiang Uygur Autonomous Region","59.2687",""
"1999","Zhumadian (city)","411700","City (Sub-provincial level)","410000","Henan (province)","802.0000",""
"1999","Ji'an (city)","360800","City (Sub-provincial level)","360000","Jiangxi (province)","466.5489",""
"1999","Shangrao (city)","361100","City (Sub-provincial level)","360000","Jiangxi (province)","654.2735",""
"1999","Yichun (city)","360900","City (Sub-provincial level)","360000","Jiangxi (province)","518.0228",""
"1999","Fuzhou (city)","361000","City (Sub-provincial level)","360000","Jiangxi (province)","373.9352",""
"1999","Zhoukou (city)","411600","City (Sub-provincial level)","410000","Henan (province)","1015.0000",""
"1999","Jinzhong (city)","140700","City (Sub-provincial level)","140000","Shanxi (province)","",""
"1999","Yuncheng (city)","140800","City (Sub-provincial level)","140000","Shanxi (province)","477.6269",""
"1999","Xinzhou (city)","140900","City (Sub-provincial level)","140000","Shanxi (province)","286.6115",""
"1999","Linfen (city)","141000","City (Sub-provincial level)","140000","Shanxi (province)","393.6216",""
"1999","Lvliang (city)","141100","City (Sub-provincial level)","140000","Shanxi (province)","334.5399",""
"1999","Binzhou (city)","371600","City (Sub-provincial level)","370000","Shandong (province)","359.2000",""
"1999","Chuzhou (city)","341100","City (Sub-provincial level)","340000","Anhui (province)","419.0300",""
"1999","Heze (city)","371700","City (Sub-provincial level)","370000","Shandong (province)","838.2500",""
"1999","Chizhou (city)","341700","City (Sub-provincial level)","340000","Anhui (province)","153.1000",""
"1999","Xuancheng (city)","341800","City (Sub-provincial level)","340000","Anhui (province)","274.2300",""
"1999","Ningde (city)","350900","City (Sub-provincial level)","350000","Fujian (province)","40.8400",""
"1999","Ordos (city)","150600","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","129.6697",""
"1999","Hulunbuir (city)","150700","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","271.3717",""
"1999","Bayannur (city)","150800","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","179.9301",""
"1999","Ulanqab (city)","150900","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","272.8700",""
"1999","Hinggan League","152200","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","161.2975",""
"1999","Xilingol League","152500","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","92.3745",""
"1999","Alxa League","152900","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","17.4252",""
"1999","Yanbian Korean Autonomous Prefecture","222400","City (Sub-provincial level)","220000","Jilin (province)","218.5600",""
"1999","Suihua (city)","231200","City (Sub-provincial level)","230000","Heilongjiang (province)","536.8000",""
"1999","Daxinganling Region","232700","City (Sub-provincial level)","230000","Heilongjiang (province)","53.7000",""
"1999","Lishui (city)","331100","City (Sub-provincial level)","330000","Zhejiang (province)","247.3400",""
"1999","Enshi Tujia and Miao Autonomous Prefecture","422800","City (Sub-provincial level)","420000","Hubei (province)","380.6700",""
"1999","Xiangxi Tujia and Miao Autonomous Prefecture","433100","City (Sub-provincial level)","430000","Hunan (province)","259.3000",""
"1999","Baise (city)","451000","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","361.8000",""
"1999","Hezhou (city)","451100","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","202.4000",""
"1999","Hechi (city)","451200","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","375.6000",""
"1999","Laibin (city)","451300","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","398.2000",""
"1999","Chongzuo (city)","451400","City (Sub-provincial level)","450000","Guangxi Zhuang Autonomous Region","553.7000",""
"1999","Meishan (city)","511400","City (Sub-provincial level)","510000","Sichuan (province)","338.6000",""
"1999","Ya'an (city)","511800","City (Sub-provincial level)","510000","Sichuan (province)","149.0000",""
"1999","Bazhong (city)","511900","City (Sub-provincial level)","510000","Sichuan (province)","342.5000",""
"1999","Ziyang (city)","512000","City (Sub-provincial level)","510000","Sichuan (province)","488.5000",""
"1999","Aba Tibetan and Qiang Autonomous Prefecture","513200","City (Sub-provincial level)","510000","Sichuan (province)","81.6000",""
"1999","Ganzi Tibetan Autonomous Prefecture","513300","City (Sub-provincial level)","510000","Sichuan (province)","87.6000",""
"1999","Liangshan Yi Autonomous Prefecture","513400","City (Sub-provincial level)","510000","Sichuan (province)","393.9000",""
"1999","Ili Prefecture","654100","City (Sub-provincial level)","650000","Xinjiang Uygur Autonomous Region","208.9809",""
"1999","Wuwei (city)","620600","City (Sub-provincial level)","620000","Gansu (province)","190.1500",""
"1999","Ankang (city)","610900","City (Sub-provincial level)","610000","Shaanxi (province)","291.6464",""
"1999","Dingxi (city)","621100","City (Sub-provincial level)","620000","Gansu (province)","290.4200",""
"1999","Longnan (city)","621200","City (Sub-provincial level)","620000","Gansu (province)","268.3300",""
"1999","Linxia Hui Autonomous Prefecture","622900","City (Sub-provincial level)","620000","Gansu (province)","186.0400",""
"1999","Pingliang (city)","620800","City (Sub-provincial level)","620000","Gansu (province)","218.3800",""
"1999","Qingyang (city)","621000","City (Sub-provincial level)","620000","Gansu (province)","249.7000",""
"1999","Jiuquan (city)","620900","City (Sub-provincial level)","620000","Gansu (province)","90.7900",""
"1999","Shangluo (city)","611000","City (Sub-provincial level)","610000","Shaanxi (province)","235.7748",""
"1999","Gannan Tibetan Autonomous Prefecture","623000","City (Sub-provincial level)","620000","Gansu (province)","66.1600",""
"1999","Zhangye (city)","620700","City (Sub-provincial level)","620000","Gansu (province)","126.0700",""
"1999","Lhasa (city)","540100","City (Sub-provincial level)","540000","Tibet Autonomous Region","39.7886",""
"1999","Shigatse (city)","540200","City (Sub-provincial level)","540000","Tibet Autonomous Region","62.9697",""
"1999","Qamdo (city)","540300","City (Sub-provincial level)","540000","Tibet Autonomous Region","55.7043",""
"1999","Nyingchi (city)","540400","City (Sub-provincial level)","540000","Tibet Autonomous Region","14.7063",""
"1999","Shannan (city)","540500","City (Sub-provincial level)","540000","Tibet Autonomous Region","31.6010",""
"1999","Nagqu Prefecture","542400","City (Sub-provincial level)","540000","Tibet Autonomous Region","35.6534",""
"1999","Ngari Prefecture","542500","City (Sub-provincial level)","540000","Tibet Autonomous Region","7.2962",""
"1999","Beijing (city)","110000","Municipality","110000","Beijing (city)","1099.8000","744.0000"
"1999","Tianjin (city)","120000","Municipality","120000","Tianjin (city)","910.1700","764.0000"
"1999","Shijiazhuang (city)","130100","City (Sub-provincial level)","130000","Hebei (province)","875.0000","552.0000"
"1999","Tangshan (city)","130200","City (Sub-provincial level)","130000","Hebei (province)","694.0000","515.0000"
"1999","Qinhuangdao (city)","130300","City (Sub-provincial level)","130000","Hebei (province)","264.0000","338.0000"
"1999","Handan (city)","130400","City (Sub-provincial level)","130000","Hebei (province)","321.0000","681.0000"
"1999","Xingtai (city)","130500","City (Sub-provincial level)","130000","Hebei (province)","651.0000","522.0000"
"1999","Baoding (city)","130600","City (Sub-provincial level)","130000","Hebei (province)","1050.0000","475.0000"
"1999","Zhangjiakou (city)","130700","City (Sub-provincial level)","130000","Hebei (province)","444.0000","120.0000"
"1999","Chengde (city)","130800","City (Sub-provincial level)","130000","Hebei (province)","353.0000","89.0000"
"1999","Cangzhou (city)","130900","City (Sub-provincial level)","130000","Hebei (province)","659.0000","469.0000"
"1999","Langfang (city)","131000","City (Sub-provincial level)","130000","Hebei (province)","375.0000","583.0000"
"1999","Hengshui (city)","131100","City (Sub-provincial level)","130000","Hebei (province)","415.0000","471.0000"
"1999","Taiyuan (city)","140100","City (Sub-provincial level)","140000","Shanxi (province)","299.9210","429.0000"
"1999","Datong (city)","140200","City (Sub-provincial level)","140000","Shanxi (province)","275.6070","195.0000"
"1999","Yangquan (city)","140300","City (Sub-provincial level)","140000","Shanxi (province)","123.4748","270.0000"
"1999","Changzhi (city)","140400","City (Sub-provincial level)","140000","Shanxi (province)","","223.0000"
"1999","Jincheng (city)","140500","City (Sub-provincial level)","140000","Shanxi (province)","210.0254","221.0000"
"1999","Shuozhou (city)","140600","City (Sub-provincial level)","140000","Shanxi (province)","134.8949","127.0000"
"1999","Hohhot (city)","150100","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","207.7838","121.0000"
"1999","Baotou (city)","150200","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","203.0088","73.0000"
"1999","Wuhai (city)","150300","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","40.2426","239.0000"
"1999","Chifeng (city)","150400","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","446.3427","50.0000"
"1999","Tongliao (city)","150500","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","307.2198","52.0000"
"1999","Shenyang (city)","210100","City (Prefectural level)","210000","Liaoning (province)","677.1000","522.0000"
"1999","Dalian (city)","210200","City (Prefectural level)","210000","Liaoning (province)","545.3000","434.0000"
"1999","Anshan (city)","210300","City (Sub-provincial level)","210000","Liaoning (province)","340.3000","368.0000"
"1999","Fushun (city)","210400","City (Sub-provincial level)","210000","Liaoning (province)","226.9000","210.0000"
"1999","Benxi (city)","210500","City (Sub-provincial level)","210000","Liaoning (province)","156.7000","186.0000"
"1999","Dandong (city)","210600","City (Sub-provincial level)","210000","Liaoning (province)","240.5000","161.0000"
"1999","Jinzhou (city)","210700","City (Sub-provincial level)","210000","Liaoning (province)","305.4000","297.0000"
"1999","Yingkou (city)","210800","City (Sub-provincial level)","210000","Liaoning (province)","224.3000","415.0000"
"1999","Fuxin (city)","210900","City (Sub-provincial level)","210000","Liaoning (province)","191.4000","185.0000"
"1999","Liaoyang (city)","211000","City (Sub-provincial level)","210000","Liaoning (province)","179.2000","379.0000"
"1999","Panjin (city)","211100","City (Sub-provincial level)","210000","Liaoning (province)","120.8000","297.0000"
"1999","Tieling (city)","211200","City (Sub-provincial level)","210000","Liaoning (province)","297.0000","229.0000"
"1999","Chaoyang (city)","211300","City (Sub-provincial level)","210000","Liaoning (province)","332.2000","169.0000"
"1999","Huludao (city)","211400","City (Sub-provincial level)","210000","Liaoning (province)","266.2000","256.0000"
"1999","Changchun (city)","220100","City (Prefectural level)","220000","Jilin (province)","691.2300","366.0000"
"1999","Jilin (city)","220200","City (Sub-provincial level)","220000","Jilin (province)","430.0100","159.0000"
"1999","Siping (city)","220300","City (Sub-provincial level)","220000","Jilin (province)","322.2900","229.0000"
"1999","Liaoyuan (city)","220400","City (Sub-provincial level)","220000","Jilin (province)","124.2100","242.0000"
"1999","Tonghua (city)","220500","City (Sub-provincial level)","220000","Jilin (province)","225.9600","149.0000"
"1999","Baishan (city)","220600","City (Sub-provincial level)","220000","Jilin (province)","132.3400","74.0000"
"1999","Songyuan (city)","220700","City (Sub-provincial level)","220000","Jilin (province)","272.0300","129.0000"
"1999","Baicheng (city)","220800","City (Sub-provincial level)","220000","Jilin (province)","199.4700","78.0000"
"1999","Harbin (city)","230100","City (Prefectural level)","230000","Heilongjiang (province)","927.1000","175.0000"
"1999","Qiqihaer (city)","230200","City (Sub-provincial level)","230000","Heilongjiang (province)","553.7000","131.0000"
"1999","Jixi (city)","230300","City (Sub-provincial level)","230000","Heilongjiang (province)","194.9000","86.0000"
"1999","Hegang (city)","230400","City (Sub-provincial level)","230000","Heilongjiang (province)","110.7000","76.0000"
"1999","Shuangyashan (city)","230500","City (Sub-provincial level)","230000","Heilongjiang (province)","148.3000","66.0000"
"1999","Daqing (city)","230600","City (Sub-provincial level)","230000","Heilongjiang (province)","245.8000","116.0000"
"1999","Yichun (city)","230700","City (Sub-provincial level)","230000","Heilongjiang (province)","131.3000","40.0000"
"1999","Jiamusi (city)","230800","City (Sub-provincial level)","230000","Heilongjiang (province)","237.8000","73.0000"
"1999","Qitaihe (city)","230900","City (Sub-provincial level)","230000","Heilongjiang (province)","84.9000","136.0000"
"1999","Mudanjiang (city)","231000","City (Sub-provincial level)","230000","Heilongjiang (province)","267.5000","80.0000"
"1999","Heihe (city)","231100","City (Sub-provincial level)","230000","Heilongjiang (province)","168.4000","24.0000"
"1999","Shanghai (city)","310000","Municipality","310000","Shanghai (city)","1313.1200","2071.0000"
"1999","Nanjing (city)","320100","City (Prefectural level)","320000","Jiangsu (province)","537.4400","815.0000"
"1999","Wuxi (city)","320200","City (Sub-provincial level)","320000","Jiangsu (province)","433.4000","932.0000"
"1999","Xuzhou (city)","320300","City (Sub-provincial level)","320000","Jiangsu (province)","877.5300","779.0000"
"1999","Changzhou (city)","320400","City (Sub-provincial level)","320000","Jiangsu (province)","339.7100","776.0000"
"1999","Suzhou (city)","320500","City (Sub-provincial level)","320000","Jiangsu (province)","576.2300","679.0000"
"1999","Nantong (city)","320600","City (Sub-provincial level)","320000","Jiangsu (province)","785.9900","982.0000"
"1999","Lianyungang (city)","320700","City (Sub-provincial level)","320000","Jiangsu (province)","448.1500","602.0000"
"1999","Huai'an (city)","320800","City (Sub-provincial level)","320000","Jiangsu (province)","","499.0000"
"1999","Yancheng (city)","320900","City (Sub-provincial level)","320000","Jiangsu (province)","793.6000","530.0000"
"1999","Yangzhou (city)","321000","City (Sub-provincial level)","320000","Jiangsu (province)","447.3900","674.0000"
"1999","Zhenjiang (city)","321100","City (Sub-provincial level)","320000","Jiangsu (province)","266.1700","693.0000"
"1999","Taizhou (city)","321200","City (Sub-provincial level)","320000","Jiangsu (province)","501.2600","866.0000"
"1999","Suqian (city)","321300","City (Sub-provincial level)","320000","Jiangsu (province)","499.7300","584.0000"
"1999","Hangzhou (city)","330100","City (Prefectural level)","330000","Zhejiang (province)","616.0500","371.0000"
"1999","Ningbo (city)","330200","City (Prefectural level)","330000","Zhejiang (province)","538.4100","575.0000"
"1999","Wenzhou (city)","330300","City (Sub-provincial level)","330000","Zhejiang (province)","721.6300","612.0000"
"1999","Jiaxing (city)","330400","City (Sub-provincial level)","330000","Zhejiang (province)","330.1800","843.0000"
"1999","Huzhou (city)","330500","City (Sub-provincial level)","330000","Zhejiang (province)","255.0700","438.0000"
"1999","Shaoxing (city)","330600","City (Sub-provincial level)","330000","Zhejiang (province)","431.7000","523.0000"
"1999","Jinhua (city)","330700","City (Sub-provincial level)","330000","Zhejiang (province)","444.3300","407.0000"
"1999","Quzhou (city)","330800","City (Sub-provincial level)","330000","Zhejiang (province)","241.3500","273.0000"
"1999","Zhoushan (city)","330900","City (Sub-provincial level)","330000","Zhejiang (province)","98.4200","683.0000"
"1999","Taizhou (city)","331000","City (Sub-provincial level)","330000","Zhejiang (province)","542.9800","577.0000"
"1999","Hefei (city)","340100","City (Sub-provincial level)","340000","Anhui (province)","429.9500","592.0000"
"1999","Wuhu (city)","340200","City (Sub-provincial level)","340000","Anhui (province)","216.4000","652.0000"
"1999","Bengbu (city)","340300","City (Sub-provincial level)","340000","Anhui (province)","330.0400","566.0000"
"1999","Huainan (city)","340400","City (Sub-provincial level)","340000","Anhui (province)","202.8200","956.0000"
"1999","Ma'anshan (city)","340500","City (Sub-provincial level)","340000","Anhui (province)","118.1400","701.0000"
"1999","Huaibei (city)","340600","City (Sub-provincial level)","340000","Anhui (province)","189.8700","697.0000"
"1999","Tongling (city)","340700","City (Sub-provincial level)","340000","Anhui (province)","68.5000","615.0000"
"1999","Anqing (city)","340800","City (Sub-provincial level)","340000","Anhui (province)","598.0300","388.0000"
"1999","Huangshan (city)","341000","City (Sub-provincial level)","340000","Anhui (province)","146.4900","149.0000"
"1999","Fuyang (city)","341200","City (Sub-provincial level)","340000","Anhui (province)","1249.5600","784.0000"
"1999","Suzhou (city)","341300","City (Sub-provincial level)","340000","Anhui (province)","570.7800","583.0000"
"1999","Lu'an (city)","341500","City (Sub-provincial level)","340000","Anhui (province)","655.6500","365.0000"
"1999","Fuzhou (city)","350100","City (Sub-provincial level)","350000","Fujian (province)","583.1200","487.0000"
"1999","Xiamen (city)","350200","City (Prefectural level)","350000","Fujian (province)","128.9900","824.0000"
"1999","Putian (city)","350300","City (Sub-provincial level)","350000","Fujian (province)","294.3900","722.0000"
"1999","Sanming (city)","350400","City (Sub-provincial level)","350000","Fujian (province)","266.0700","116.0000"
"1999","Quanzhou (city)","350500","City (Sub-provincial level)","350000","Fujian (province)","658.0500","606.0000"
"1999","Zhangzhou (city)","350600","City (Sub-provincial level)","350000","Fujian (province)","445.4900","353.0000"
"1999","Nanping (city)","350700","City (Sub-provincial level)","350000","Fujian (province)","302.1000","115.0000"
"1999","Longyan (city)","350800","City (Sub-provincial level)","350000","Fujian (province)","283.9300","149.0000"
"1999","Nanchang (city)","360100","City (Sub-provincial level)","360000","Jiangxi (province)","422.6585","571.0000"
"1999","Jingdezhen (city)","360200","City (Sub-provincial level)","360000","Jiangxi (province)","149.9165","271.0000"
"1999","Pingxiang (city)","360300","City (Sub-provincial level)","360000","Jiangxi (province)","178.7974","452.0000"
"1999","Jiujiang (city)","360400","City (Sub-provincial level)","360000","Jiangxi (province)","454.7871","238.0000"
"1999","Xinyu (city)","360500","City (Sub-provincial level)","360000","Jiangxi (province)","108.2126","331.0000"
"1999","Yingtan (city)","360600","City (Sub-provincial level)","360000","Jiangxi (province)","105.2646","293.0000"
"1999","Ganzhou (city)","360700","City (Sub-provincial level)","360000","Jiangxi (province)","798.7571","199.0000"
"1999","Jinan (city)","370100","City (Prefectural level)","370000","Shandong (province)","557.6300","684.0000"
"1999","Qingdao (city)","370200","City (Prefectural level)","370000","Shandong (province)","702.9700","644.0000"
"1999","Zibo (city)","370300","City (Sub-provincial level)","370000","Shandong (province)","405.7200","683.0000"
"1999","Zaozhuang (city)","370400","City (Sub-provincial level)","370000","Shandong (province)","355.8000","782.0000"
"1999","Dongying (city)","370500","City (Sub-provincial level)","370000","Shandong (province)","170.6400","215.0000"
"1999","Yantai (city)","370600","City (Sub-provincial level)","370000","Shandong (province)","644.7900","469.0000"
"1999","Weifang (city)","370700","City (Sub-provincial level)","370000","Shandong (province)","840.0400","530.0000"
"1999","Ji'ning (city)","370800","City (Sub-provincial level)","370000","Shandong (province)","784.5600","695.0000"
"1999","Tai'an (city)","370900","City (Sub-provincial level)","370000","Shandong (province)","538.5900","694.0000"
"1999","Weihai (city)","371000","City (Sub-provincial level)","370000","Shandong (province)","246.2200","453.0000"
"1999","Rizhao (city)","371100","City (Sub-provincial level)","370000","Shandong (province)","275.3300","519.0000"
"1999","Laiwu (city)","371200","City (Sub-provincial level)","370000","Shandong (province)","122.5100","545.0000"
"1999","Linyi (city)","371300","City (Sub-provincial level)","370000","Shandong (province)","994.2800","579.0000"
"1999","Dezhou (city)","371400","City (Sub-provincial level)","370000","Shandong (province)","531.2400","513.0000"
"1999","Liaocheng (city)","371500","City (Sub-provincial level)","370000","Shandong (province)","553.8800","645.0000"
"1999","Zhengzhou (city)","410100","City (Sub-provincial level)","410000","Henan (province)","632.0000","826.0000"
"1999","Kaifeng (city)","410200","City (Sub-provincial level)","410000","Henan (province)","464.0000","720.0000"
"1999","Luoyang (city)","410300","City (Sub-provincial level)","410000","Henan (province)","614.0000","405.0000"
"1999","Pingdingshan (city)","410400","City (Sub-provincial level)","410000","Henan (province)","476.0000","609.0000"
"1999","Anyang (city)","410500","City (Sub-provincial level)","410000","Henan (province)","513.0000","691.0000"
"1999","Hebi (city)","410600","City (Sub-provincial level)","410000","Henan (province)","138.0000","640.0000"
"1999","Xinxiang (city)","410700","City (Sub-provincial level)","410000","Henan (province)","533.0000","653.0000"
"1999","Jiaozuo (city)","410800","City (Sub-provincial level)","410000","Henan (province)","325.0000","798.0000"
"1999","Puyang (city)","410900","City (Sub-provincial level)","410000","Henan (province)","344.0000","822.0000"
"1999","Xuchang (city)","411000","City (Sub-provincial level)","410000","Henan (province)","437.0000","876.0000"
"1999","Luohe (city)","411100","City (Sub-provincial level)","410000","Henan (province)","248.0000","967.0000"
"1999","Sanmenxia (city)","411200","City (Sub-provincial level)","410000","Henan (province)","219.0000","205.0000"
"1999","Nanyang (city)","411300","City (Sub-provincial level)","410000","Henan (province)","1045.0000","751.0000"
"1999","Shangqiu (city)","411400","City (Sub-provincial level)","410000","Henan (province)","793.0000","393.0000"
"1999","Xinyang (city)","411500","City (Sub-provincial level)","410000","Henan (province)","773.0000","409.0000"
"1999","Wuhan (city)","420100","City (Prefectural level)","420000","Hubei (province)","740.2000","874.0000"
"1999","Huangshi (city)","420200","City (Sub-provincial level)","420000","Hubei (province)","249.3600","539.0000"
"1999","Shiyan (city)","420300","City (Sub-provincial level)","420000","Hubei (province)","341.1500","144.0000"
"1999","Yichang (city)","420500","City (Sub-provincial level)","420000","Hubei (province)","399.3100","189.0000"
"1999","Xiangyang (city)","420600","City (Sub-provincial level)","420000","Hubei (province)","577.0300","292.0000"
"1999","Ezhou (city)","420700","City (Sub-provincial level)","420000","Hubei (province)","104.3800","691.0000"
"1999","Jingmen (city)","420800","City (Sub-provincial level)","420000","Hubei (province)","300.0600","242.0000"
"1999","Xiaogan (city)","420900","City (Sub-provincial level)","420000","Hubei (province)","597.7200","517.0000"
"1999","Jingzhou (city)","421000","City (Sub-provincial level)","420000","Hubei (province)","642.1000","452.0000"
"1999","Huanggang (city)","421100","City (Sub-provincial level)","420000","Hubei (province)","730.0600","418.0000"
"1999","Xianning (city)","421200","City (Sub-provincial level)","420000","Hubei (province)","276.2500","280.0000"
"1999","Changsha (city)","430100","City (Sub-provincial level)","430000","Hunan (province)","582.4700","493.0000"
"1999","Zhuzhou (city)","430200","City (Sub-provincial level)","430000","Hunan (province)","370.0900","328.0000"
"1999","Xiangtan (city)","430300","City (Sub-provincial level)","430000","Hunan (province)","278.5400","555.0000"
"1999","Hengyang (city)","430400","City (Sub-provincial level)","430000","Hunan (province)","702.1200","459.0000"
"1999","Shaoyang (city)","430500","City (Sub-provincial level)","430000","Hunan (province)","721.1400","346.0000"
"1999","Yueyang (city)","430600","City (Sub-provincial level)","430000","Hunan (province)","519.2200","346.0000"
"1999","Changde (city)","430700","City (Sub-provincial level)","430000","Hunan (province)","596.5600","328.0000"
"1999","Zhangjiajie (city)","430800","City (Sub-provincial level)","430000","Hunan (province)","155.2000","163.0000"
"1999","Yiyang (city)","430900","City (Sub-provincial level)","430000","Hunan (province)","449.2400","370.0000"
"1999","Chenzhou (city)","431000","City (Sub-provincial level)","430000","Hunan (province)","450.0300","232.0000"
"1999","Yongzhou (city)","431100","City (Sub-provincial level)","430000","Hunan (province)","559.6100","251.0000"
"1999","Huaihua (city)","431200","City (Sub-provincial level)","430000","Hunan (province)","481.0300","174.0000"
"1999","Loudi (city)","431300","City (Sub-provincial level)","430000","Hunan (province)","396.0900","488.0000"
