"Staper","Fresgn","Datasgn","Nationsgn","Nationnm_en","Eftm0201","Eftm0202"
"2019-07","M","B","300","Europe","214870768","279732715"
"2019-07","M","A","301","Belgium","607227","1699042"
"2019-07","M","B","301","Belgium","3830879","10528750"
"2019-07","M","A","302","Denmark","473512","613053"
"2019-07","M","B","302","Denmark","2656568","3882412"
"2019-07","M","A","303","United Kingdom","1829642","5420394"
"2019-07","M","B","303","United Kingdom","13231348","33827004"
"2019-07","M","A","304","Germany","9157510","7138328"
"2019-07","M","B","304","Germany","60998594","45932197"
"2019-07","M","A","305","France","2535076","3119147"
"2019-07","M","B","305","France","18495005","18782594"
"2019-07","M","A","306","Ireland","1158123","300262"
"2019-07","M","B","306","Ireland","8200245","1909165"
"2019-07","M","A","307","Italy","2031796","2786637"
"2019-07","M","B","307","Italy","12349083","19142916"
"2019-07","M","A","309","Netherlands","909484","6571899"
"2019-07","M","B","309","Netherlands","6291345","40154961"
"2019-07","M","A","310","Greece","75682","790894"
"2019-07","M","B","310","Greece","401546","4603035"
"2019-07","M","A","311","Portugal","209106","391491"
"2019-07","M","B","311","Portugal","1329609","2549640"
"2019-07","M","A","312","Spain","812493","2515578"
"2019-07","M","B","312","Spain","4940152","15403205"
"2019-07","M","A","315","Austria","679774","272240"
"2019-07","M","B","315","Austria","4378606","1728892"
"2019-07","M","A","318","Finland","443661","303144"
"2019-07","M","B","318","Finland","2677121","1801598"
"2019-07","M","A","321","Hungary","356163","553537"
"2019-07","M","B","321","Hungary","2109679","3651968"
"2019-07","M","A","326","Norway","266724","275424"
"2019-07","M","B","326","Norway","1934554","2177039"
"2019-07","M","A","327","Poland","353569","2187013"
"2019-07","M","B","327","Poland","2238047","13186379"
"2019-07","M","A","330","Sweden","823132","857664"
"2019-07","M","B","330","Sweden","5424757","5166389"
"2019-07","M","A","331","Switzerland","1327420","396467"
"2019-07","M","B","331","Switzerland","14713755","2488714"
"2019-07","M","A","344","Russian Federation","4724726","4533179"
"2019-07","M","B","344","Russian Federation","34463175","26670442"
"2019-07","M","A","402","Argentina","745649","733194"
"2019-07","M","B","402","Argentina","3559736","4058217"
"2019-07","M","A","410","Brazil","7526293","3345365"
"2019-07","M","B","410","Brazil","44124201","18989488"
"2019-07","M","A","412","Chile","1777026","1452336"
"2019-07","M","B","412","Chile","15501378","8518091"
"2019-07","M","A","429","Mexico","1324065","4203889"
"2019-07","M","B","429","Mexico","7987353","25418009"
"2019-07","M","A","432","Panama","7899","697632"
"2019-07","M","B","432","Panama","27287","4020727"
"2019-07","M","A","501","Canada","2063192","3442524"
"2019-07","M","B","501","Canada","17328575","20956230"
"2019-07","M","A","502","United States of America","10880708","38854843"
"2019-07","M","B","502","United States of America","69753531","238253885"
"2019-07","M","A","600","Oceania","13064823","4935819"
"2019-07","M","B","600","Oceania","78854561","31548120"
"2019-07","M","A","601","Australia","11616201","4077806"
"2019-07","M","B","601","Australia","68472727","26165993"
"2019-07","M","A","609","New Zealand","1088679","473336"
"2019-07","M","B","609","New Zealand","7712115","3065605"
"2019-07","M","A","703","Association of Southeast Asian Nations (ASEAN)","23868665","30509641"
"2019-07","M","B","703","Association of Southeast Asian Nations (ASEAN)","151190354","195027087"
"2019-07","M","A","704","European Union（EU）","23905123","38287653"
"2019-07","M","B","704","European Union（EU）","159059151","241121911"
"2019-07","M","A","705","APEC","114469757","135944700"
"2019-07","M","B","705","APEC","743716878","865579193"
"2019-08","M","A","000","World","179959655","214786135"
"2019-08","M","B","000","World","1347762575","1607027826"
"2019-08","M","A","100","Asia","99914214","101556195"
"2019-08","M","B","100","Asia","735209044","776735993"
"2019-08","M","A","110","China, Hong Kong","747895","23629419"
"2019-08","M","B","110","China, Hong Kong","6063661","175617531"
"2019-08","M","A","111","India","1529999","6973436"
"2019-08","M","B","111","India","11911673","49871722"
"2019-08","M","A","112","Indonesia","3025252","3754636"
"2019-08","M","B","112","Indonesia","21930964","28527284"
"2019-08","M","A","113","Iran (Islamic Republic of)","945895","911116"
"2019-08","M","B","113","Iran (Islamic Republic of)","10122819","6387305"
"2019-08","M","A","114","Iraq","2075198","937662"
"2019-08","M","B","114","Iraq","14813099","6316041"
"2019-08","M","A","115","Israel","437422","822287"
"2019-08","M","B","115","Israel","3035578","6277516"
"2019-08","M","A","116","Japan","14365561","11739170"
"2019-08","M","B","116","Japan","110523749","93338719"
"2019-08","M","A","121","China, Macao","6669","261453"
"2019-08","M","B","121","China, Macao","39488","1973870"
"2019-08","M","A","122","Malaysia","6067860","4301039"
"2019-08","M","B","122","Malaysia","45224850","33080080"
"2019-08","M","A","126","Oman","1485586","295309"
"2019-08","M","B","126","Oman","12062385","2009325"
"2019-08","M","A","127","Pakistan","97862","1055369"
"2019-08","M","B","127","Pakistan","1224966","9962957"
"2019-08","M","A","129","Philippines","1810841","3376119"
"2019-08","M","B","129","Philippines","13152861","25367141"
"2019-08","M","A","131","Saudi Arabia","4868972","2009943"
"2019-08","M","B","131","Saudi Arabia","35197204","15578483"
"2019-08","M","A","132","Singapore","3429310","4358227"
"2019-08","M","B","132","Singapore","22975248","33348269"
"2019-08","M","A","133","Republic of Korea","14489875","8446157"
"2019-08","M","B","133","Republic of Korea","113487233","73064351"
"2019-08","M","A","136","Thailand","4167001","3602464"
"2019-08","M","B","136","Thailand","30100459","28533854"
"2019-08","M","A","137","Turkey","344162","1367024"
"2019-08","M","B","137","Turkey","2328863","10947065"
"2019-08","M","A","138","United Arab Emirates","1277132","2644437"
"2019-08","M","B","138","United Arab Emirates","9846558","20856132"
"2019-08","M","A","141","Viet Nam","6142558","8831695"
"2019-08","M","B","141","Viet Nam","36514922","61647004"
"2019-08","M","A","143","China,Taiwan","15611421","4687746"
"2019-08","M","B","143","China,Taiwan","109514004","34896015"
"2019-08","M","A","145","Kazakhstan","736697","946650"
"2019-08","M","B","145","Kazakhstan","5927327","7179969"
"2019-08","M","A","200","Africa","7326394","9509519"
"2019-08","M","B","200","Africa","64976873","72803123"
"2019-08","M","A","202","Angola","1730838","163412"
"2019-08","M","B","202","Angola","16605622","1274849"
"2019-08","M","A","236","Nigeria","136113","1313624"
"2019-08","M","B","236","Nigeria","1491885","10487571"
"2019-08","M","A","244","South Africa","2018042","1522880"
"2019-08","M","B","244","South Africa","17424689","10843406"
"2019-08","M","A","300","Europe","32007116","44686331"
"2019-08","M","B","300","Europe","246955642","324374783"
"2019-08","M","A","301","Belgium","550928","1670278"
"2019-08","M","B","301","Belgium","4382221","12196195"
"2019-08","M","A","302","Denmark","438466","610589"
"2019-08","M","B","302","Denmark","3095057","4492830"
"2019-08","M","A","303","United Kingdom","2179662","6054246"
"2019-08","M","B","303","United Kingdom","15409267","39874356"
"2019-08","M","A","304","Germany","9135332","6812793"
"2019-08","M","B","304","Germany","70157881","52736627"
"2019-08","M","A","305","France","2479911","2749822"
"2019-08","M","B","305","France","20974837","21530073"
"2019-08","M","A","306","Ireland","1049502","315676"
"2019-08","M","B","306","Ireland","9249786","2224786"
"2019-08","M","A","307","Italy","1854969","2977319"
"2019-08","M","B","307","Italy","14202958","22117835"
"2019-08","M","A","309","Netherlands","828334","6368130"
"2019-08","M","B","309","Netherlands","7118930","46517747"
"2019-08","M","A","310","Greece","62094","610216"
"2019-08","M","B","310","Greece","463652","5212035"
"2019-08","M","A","311","Portugal","237061","380194"
"2019-08","M","B","311","Portugal","1566741","2929564"
"2019-08","M","A","312","Spain","678068","2594766"
"2019-08","M","B","312","Spain","5618151","17995609"
"2019-08","M","A","315","Austria","664761","266035"
"2019-08","M","B","315","Austria","5043417","1994800"
"2019-08","M","A","318","Finland","419323","274017"
"2019-08","M","B","318","Finland","3098946","2075474"
"2019-08","M","A","321","Hungary","359979","591453"
"2019-08","M","B","321","Hungary","2469695","4243341"
"2019-08","M","A","326","Norway","246624","321349"
"2019-08","M","B","326","Norway","2181304","2498157"
"2019-08","M","A","327","Poland","344310","2313517"
"2019-08","M","B","327","Poland","2582213","15496926"
"2019-08","M","A","330","Sweden","722421","745177"
"2019-08","M","B","330","Sweden","6146593","5908523"
"2019-08","M","A","331","Switzerland","2583264","372569"
"2019-08","M","B","331","Switzerland","17297577","2861461"
"2019-08","M","A","344","Russian Federation","4937215","4475338"
"2019-08","M","B","344","Russian Federation","39449664","31141063"
"2019-08","M","A","402","Argentina","554031","678459"
"2019-08","M","B","402","Argentina","4113852","4736322"
"2019-08","M","A","410","Brazil","7231034","2950348"
"2019-08","M","B","410","Brazil","51493969","21938198"
"2019-08","M","A","412","Chile","2014450","1317745"
"2019-08","M","B","412","Chile","17530656","9834866"
"2019-08","M","A","429","Mexico","1298571","4385144"
"2019-08","M","B","429","Mexico","9285356","29800369"
"2019-08","M","A","432","Panama","114525","744683"
"2019-08","M","B","432","Panama","141812","4764761"
"2019-08","M","A","501","Canada","2092069","3444645"
"2019-08","M","B","501","Canada","19431546","24394194"
"2019-08","M","A","502","United States of America","10344570","37304653"
"2019-08","M","B","502","United States of America","80073197","275529166"
"2019-08","M","A","600","Oceania","13309768","4511524"
"2019-08","M","B","600","Oceania","92400585","36049578"
"2019-08","M","A","601","Australia","11931006","3607903"
"2019-08","M","B","601","Australia","80645569","29764976"
"2019-08","M","A","609","New Zealand","1027621","549465"
"2019-08","M","B","609","New Zealand","8741363","3614543"
"2019-08","M","A","703","Association of Southeast Asian Nations (ASEAN)","25487334","29992769"
"2019-08","M","B","703","Association of Southeast Asian Nations (ASEAN)","176687783","224978243"
"2019-08","M","A","704","European Union（EU）","23568894","38186773"
"2019-08","M","B","704","European Union（EU）","182650419","279269595"
"2019-08","M","A","705","APEC","116873993","132622097"
"2019-08","M","B","705","APEC","860874658","997902156"
"2019-09","M","A","000","World","178474843","218123102"
"2019-09","M","B","000","World","1526675116","1825105773"
"2019-09","M","A","100","Asia","101873664","105862942"
"2019-09","M","B","100","Asia","837145769","882587188"
"2019-09","M","A","110","China, Hong Kong","819186","25373454"
"2019-09","M","B","110","China, Hong Kong","6880948","200994066"
"2019-09","M","A","111","India","1437816","6439983"
"2019-09","M","B","111","India","13348767","56311225"
"2019-09","M","A","112","Indonesia","3116897","4077533"
"2019-09","M","B","112","Indonesia","25054492","32604301"
"2019-09","M","A","113","Iran (Islamic Republic of)","823410","842883"
"2019-09","M","B","113","Iran (Islamic Republic of)","10946892","7230423"
"2019-09","M","A","114","Iraq","2100631","617188"
"2019-09","M","B","114","Iraq","16935116","6933200"
"2019-09","M","A","115","Israel","528202","794811"
"2019-09","M","B","115","Israel","3563781","7072362"
"2019-09","M","A","116","Japan","15158135","12851299"
"2019-09","M","B","116","Japan","125677265","106177456"
"2019-09","M","A","121","China, Macao","6010","288745"
"2019-09","M","B","121","China, Macao","45498","2262196"
"2019-09","M","A","122","Malaysia","7083370","4355781"
"2019-09","M","B","122","Malaysia","52320915","37430797"
"2019-09","M","A","126","Oman","1325972","257465"
"2019-09","M","B","126","Oman","13395806","2267974"
"2019-09","M","A","127","Pakistan","89395","1440378"
"2019-09","M","B","127","Pakistan","1313923","11402780"
"2019-09","M","A","129","Philippines","1940784","3515877"
"2019-09","M","B","129","Philippines","15096813","28887131"
"2019-09","M","A","131","Saudi Arabia","4415860","1830193"
"2019-09","M","B","131","Saudi Arabia","39611670","17408774"
"2019-09","M","A","132","Singapore","3046105","4449186"
"2019-09","M","B","132","Singapore","26010519","37796600"
"2019-09","M","A","133","Republic of Korea","14963667","8650057"
"2019-09","M","B","133","Republic of Korea","128443591","81707911"
"2019-09","M","A","136","Thailand","4006883","3795028"
"2019-09","M","B","136","Thailand","34107304","32325893"
"2019-09","M","A","137","Turkey","307704","1336115"
"2019-09","M","B","137","Turkey","2632159","12283059"
"2019-09","M","A","138","United Arab Emirates","1463174","2643892"
"2019-09","M","B","138","United Arab Emirates","11310336","23502160"
"2019-09","M","A","141","Viet Nam","7290158","7911007"
"2019-09","M","B","141","Viet Nam","43806255","69565501"
"2019-09","M","A","143","China,Taiwan","15565687","4871496"
"2019-09","M","B","143","China,Taiwan","125100437","39766536"
"2019-09","M","A","145","Kazakhstan","1002493","1736612"
"2019-09","M","B","145","Kazakhstan","6929744","8916197"
"2019-09","M","A","200","Africa","7000627","9276072"
"2019-09","M","B","200","Africa","72021499","82079644"
"2019-09","M","A","202","Angola","1472662","212676"
"2019-09","M","B","202","Angola","18125678","1487525"
"2019-09","M","A","236","Nigeria","207117","1386473"
"2019-09","M","B","236","Nigeria","1692671","11871710"
"2019-09","M","A","244","South Africa","2309359","1492805"
"2019-09","M","B","244","South Africa","19743719","12334816"
"2019-09","M","A","300","Europe","30988491","43688959"
"2019-09","M","B","300","Europe","278023831","368050718"
"2019-09","M","A","301","Belgium","561323","1443038"
"2019-09","M","B","301","Belgium","4943488","13639111"
"2019-09","M","A","302","Denmark","395792","526097"
"2019-09","M","B","302","Denmark","3491125","5018796"
