"Staper","Fresgn","Datasgn","Nationsgn","Nationnm_en","Eftm0201","Eftm0202"
"2010-12","M","A","111","India","2493661","4030975"
"2010-12","M","A","309","Netherlands","687031","4490079"
"2010-12","M","A","304","Germany","7368494","5968090"
"2010-12","M","A","133","Republic of Korea","12554899","6362667"
"2010-12","M","A","400","Latin America","8408354","9053423"
"2010-12","M","A","116","Japan","18030570","11964849"
"2010-12","M","A","703","Association of Southeast Asian Nations (ASEAN)","16001353","13768355"
"2010-12","M","A","110","China, Hong Kong","1119967","24499609"
"2010-12","M","A","502","United States of America","12223814","26208370"
"2010-12","M","A","704","European Union（EU）","16907693","28938231"
"2010-12","M","A","705","APEC","94518811","95692146"
"2010-12","M","B","244","South Africa","14845731","10802761"
"2010-12","M","A","244","South Africa","2031393","962234"
"2010-12","M","B","500","Northern America","116979286","305860679"
"2010-12","M","A","500","Northern America","13967650","28253167"
"2011-01","M","A","000","World","144273210","150734151"
"2011-01","M","B","000","World","144273210","150734151"
"2011-01","M","A","200","Africa","6955230","6380625"
"2011-01","M","B","200","Africa","6955230","6380625"
"2011-01","M","A","600","Oceania","7801067","3461338"
"2011-01","M","B","600","Oceania","7801067","3461338"
"2011-01","M","A","202","Angola","1646952","268898"
"2011-01","M","B","202","Angola","1646952","268898"
"2011-01","M","A","402","Argentina","249405","590647"
"2011-01","M","B","402","Argentina","249405","590647"
"2011-01","M","A","601","Australia","7241025","2794872"
"2011-01","M","B","601","Australia","7241025","2794872"
"2011-01","M","A","315","Austria","361560","176898"
"2011-01","M","B","315","Austria","361560","176898"
"2011-01","M","A","301","Belgium","725297","1567344"
"2011-01","M","B","301","Belgium","725297","1567344"
"2011-01","M","A","410","Brazil","3671718","2318178"
"2011-01","M","B","410","Brazil","3671718","2318178"
"2011-01","M","A","501","Canada","2358109","2157702"
"2011-01","M","B","501","Canada","2358109","2157702"
"2011-01","M","A","100","Asia","82264063","70650062"
"2011-01","M","B","100","Asia","82264063","70650062"
"2011-01","M","A","300","Europe","23680394","33967159"
"2011-01","M","B","300","Europe","23680394","33967159"
"2011-01","M","A","412","Chile","2310498","884999"
"2011-01","M","B","412","Chile","2310498","884999"
"2011-01","M","A","143","China,Taiwan","10754938","2886550"
"2011-01","M","B","143","China,Taiwan","10754938","2886550"
"2011-01","M","A","302","Denmark","243432","499975"
"2011-01","M","B","302","Denmark","243432","499975"
"2011-01","M","A","318","Finland","402075","536745"
"2011-01","M","B","318","Finland","402075","536745"
"2011-01","M","A","305","France","1869764","2611322"
"2011-01","M","B","305","France","1869764","2611322"
"2011-01","M","B","126","Oman","1232830","128122"
"2011-01","M","B","114","Iraq","1046332","436722"
"2011-01","M","B","331","Switzerland","3419071","309200"
"2011-01","M","B","236","Nigeria","134538","826784"
"2011-01","M","B","432","Panama","5193","1121109"
"2011-01","M","B","121","China, Macao","18613","170486"
"2011-01","M","B","113","Iran (Islamic Republic of)","2155756","1476807"
"2011-01","M","B","429","Mexico","681870","1752048"
"2011-01","M","B","141","Viet Nam","805454","2090721"
"2011-01","M","B","312","Spain","682348","1669996"
"2011-01","M","B","138","United Arab Emirates","693026","2056128"
"2011-01","M","B","400","Latin America","9050852","8786760"
"2011-01","M","B","309","Netherlands","746994","4408080"
"2011-01","M","B","131","Saudi Arabia","3644554","970198"
"2011-01","M","B","115","Israel","245328","614366"
"2011-01","M","B","330","Sweden","587514","584760"
"2011-01","M","B","609","New Zealand","442415","279293"
"2011-01","M","B","127","Pakistan","221287","707994"
"2011-01","M","B","111","India","2739279","3920957"
"2011-01","M","B","502","United States of America","11654978","25214607"
"2011-01","M","B","116","Japan","16275906","11568521"
"2011-01","M","B","311","Portugal","78690","259292"
"2011-01","M","B","705","APEC","94673251","90931453"
"2011-01","M","B","303","United Kingdom","1029895","3383964"
"2011-01","M","B","122","Malaysia","4991284","2050114"
"2011-01","M","B","112","Indonesia","2449226","2429431"
"2011-01","M","B","132","Singapore","2519687","3048927"
"2011-01","M","B","703","Association of Southeast Asian Nations (ASEAN)","15532141","13361162"
"2011-01","M","B","704","European Union（EU）","16801506","29168449"
"2011-01","M","B","304","Germany","7367370","6243722"
"2011-01","M","B","133","Republic of Korea","13323617","6762510"
"2011-01","M","B","307","Italy","1317702","3393263"
"2011-01","M","B","136","Thailand","3162294","1913281"
"2011-01","M","B","129","Philippines","1370749","1137466"
"2011-01","M","B","327","Poland","133246","931825"
"2011-01","M","B","145","Kazakhstan","1174881","621861"
"2011-01","M","B","310","Greece","28538","337765"
"2011-01","M","B","344","Russian Federation","2642968","2971120"
"2011-01","M","B","137","Turkey","254062","1291887"
"2011-01","M","B","110","China, Hong Kong","1011145","20451321"
"2011-01","M","B","321","Hungary","225336","593979"
"2011-01","M","B","326","Norway","434129","566686"
"2011-01","M","B","246","Sudan","560247","151817"
"2011-01","M","B","306","Ireland","294979","168691"
"2011-01","M","A","126","Oman","1232830","128122"
"2011-01","M","A","246","Sudan","560247","151817"
"2011-01","M","A","306","Ireland","294979","168691"
"2011-01","M","A","121","China, Macao","18613","170486"
"2011-01","M","A","311","Portugal","78690","259292"
"2011-01","M","A","609","New Zealand","442415","279293"
"2011-01","M","A","331","Switzerland","3419071","309200"
"2011-01","M","A","310","Greece","28538","337765"
"2011-01","M","A","114","Iraq","1046332","436722"
"2011-01","M","A","326","Norway","434129","566686"
"2011-01","M","A","330","Sweden","587514","584760"
"2011-01","M","A","321","Hungary","225336","593979"
"2011-01","M","A","115","Israel","245328","614366"
"2011-01","M","A","145","Kazakhstan","1174881","621861"
"2011-01","M","A","127","Pakistan","221287","707994"
"2011-01","M","A","236","Nigeria","134538","826784"
"2011-01","M","A","327","Poland","133246","931825"
"2011-01","M","A","131","Saudi Arabia","3644554","970198"
"2011-01","M","A","432","Panama","5193","1121109"
"2011-01","M","A","129","Philippines","1370749","1137466"
"2011-01","M","A","137","Turkey","254062","1291887"
"2011-01","M","A","113","Iran (Islamic Republic of)","2155756","1476807"
"2011-01","M","A","312","Spain","682348","1669996"
"2011-01","M","A","429","Mexico","681870","1752048"
"2011-01","M","A","136","Thailand","3162294","1913281"
"2011-01","M","A","122","Malaysia","4991284","2050114"
"2011-01","M","A","138","United Arab Emirates","693026","2056128"
"2011-01","M","A","141","Viet Nam","805454","2090721"
"2011-01","M","A","112","Indonesia","2449226","2429431"
"2011-01","M","A","344","Russian Federation","2642968","2971120"
"2011-01","M","A","132","Singapore","2519687","3048927"
"2011-01","M","A","303","United Kingdom","1029895","3383964"
"2011-01","M","A","307","Italy","1317702","3393263"
"2011-01","M","A","111","India","2739279","3920957"
"2011-01","M","A","309","Netherlands","746994","4408080"
"2011-01","M","A","304","Germany","7367370","6243722"
"2011-01","M","A","133","Republic of Korea","13323617","6762510"
"2011-01","M","A","400","Latin America","9050852","8786760"
"2011-01","M","A","116","Japan","16275906","11568521"
"2011-01","M","A","703","Association of Southeast Asian Nations (ASEAN)","15532141","13361162"
"2011-01","M","A","110","China, Hong Kong","1011145","20451321"
"2011-01","M","A","502","United States of America","11654978","25214607"
"2011-01","M","A","704","European Union（EU）","16801506","29168449"
"2011-01","M","A","705","APEC","94673251","90931453"
"2011-01","M","A","244","South Africa","2369672","1090047"
"2011-01","M","B","244","South Africa","2369672","1090047"
"2011-01","M","B","500","Northern America","14017989","27488206"
"2011-01","M","A","500","Northern America","14017989","27488206"
"2011-02","M","A","000","World","104063964","96736127"
"2011-02","M","B","000","World","248382655","247469923"
"2011-02","M","A","200","Africa","7270397","3191802"
"2011-02","M","B","200","Africa","14227466","9571863"
"2011-02","M","A","600","Oceania","4858274","1955557"
"2011-02","M","B","600","Oceania","12650804","5417233"
"2011-02","M","A","202","Angola","1840318","88259"
"2011-02","M","B","202","Angola","3487874","357274"
"2011-02","M","A","402","Argentina","72712","370828"
"2011-02","M","B","402","Argentina","322097","961468"
"2011-02","M","A","601","Australia","4493947","1651207"
"2011-02","M","B","601","Australia","11726435","4446491"
"2011-02","M","A","315","Austria","249740","119617"
"2011-02","M","B","315","Austria","610306","296515"
"2011-02","M","A","301","Belgium","493681","926789"
"2011-02","M","B","301","Belgium","1219026","2494282"
"2011-02","M","A","410","Brazil","2859189","1561341"
"2011-02","M","B","410","Brazil","6525987","3879647"
"2011-02","M","A","501","Canada","1321966","1285746"
"2011-02","M","B","501","Canada","3680815","3443169"
"2011-02","M","A","100","Asia","59490623","47093187"
"2011-02","M","B","100","Asia","141787470","117742922"
"2011-02","M","A","300","Europe","15817680","21856288"
"2011-02","M","B","300","Europe","39512183","55823872"
"2011-02","M","A","412","Chile","1414071","505784"
"2011-02","M","B","412","Chile","3728203","1390789"
"2011-02","M","A","143","China,Taiwan","7524404","1941271"
"2011-02","M","B","143","China,Taiwan","18281090","4827748"
"2011-02","M","A","302","Denmark","130367","316612"
"2011-02","M","B","302","Denmark","373799","816663"
"2011-02","M","A","318","Finland","207643","352681"
"2011-02","M","B","318","Finland","609583","889444"
"2011-02","M","A","305","France","1337732","1500826"
"2011-02","M","B","305","France","3207502","4112134"
"2011-02","M","B","432","Panama","7180","1793487"
"2011-02","M","B","121","China, Macao","28733","275194"
"2011-02","M","B","236","Nigeria","473233","1257033"
"2011-02","M","B","113","Iran (Islamic Republic of)","4062439","2089622"
"2011-02","M","B","114","Iraq","1587339","672425"
"2011-02","M","B","429","Mexico","1312302","2904614"
"2011-02","M","B","138","United Arab Emirates","1218863","3246203"
"2011-02","M","B","141","Viet Nam","1274178","3402770"
"2011-02","M","B","312","Spain","1154549","2729303"
"2011-02","M","B","400","Latin America","16050083","14313446"
"2011-02","M","B","246","Sudan","1624482","228213"
"2011-02","M","B","131","Saudi Arabia","7048114","1546928"
"2011-02","M","B","309","Netherlands","1142174","7398971"
"2011-02","M","B","609","New Zealand","757374","429745"
"2011-02","M","B","311","Portugal","130825","460909"
"2011-02","M","B","502","United States of America","19489644","41006572"
"2011-02","M","B","303","United Kingdom","1814489","5403183"
"2011-02","M","B","126","Oman","1948892","173223"
"2011-02","M","B","127","Pakistan","356083","1096237"
"2011-02","M","B","330","Sweden","963634","917530"
"2011-02","M","B","112","Indonesia","3893904","3843461"
"2011-02","M","B","116","Japan","29091799","19759826"
"2011-02","M","B","115","Israel","394714","945121"
"2011-02","M","B","331","Switzerland","5047488","508159"
"2011-02","M","B","705","APEC","161129146","151380317"
"2011-02","M","B","704","European Union（EU）","28096754","48099639"
"2011-02","M","B","304","Germany","12349466","10364851"
"2011-02","M","B","111","India","4492280","6468606"
"2011-02","M","B","145","Kazakhstan","2143533","1105487"
"2011-02","M","B","110","China, Hong Kong","1925808","35554329"
"2011-02","M","B","132","Singapore","4218319","4868858"
"2011-02","M","B","703","Association of Southeast Asian Nations (ASEAN)","25900885","21543474"
"2011-02","M","B","122","Malaysia","8169195","3302218"
"2011-02","M","B","136","Thailand","5482466","3184998"
"2011-02","M","B","327","Poland","310996","1530154"
"2011-02","M","B","133","Republic of Korea","22961140","11490613"
"2011-02","M","B","344","Russian Federation","5197020","4898422"
"2011-02","M","B","307","Italy","2128274","5656323"
"2011-02","M","B","137","Turkey","453060","2210476"
"2011-02","M","B","129","Philippines","2303856","1804942"
"2011-02","M","B","321","Hungary","340935","1126176"
"2011-02","M","B","306","Ireland","546124","278308"
"2011-02","M","B","326","Norway","605097","713397"
"2011-02","M","B","310","Greece","40385","614564"
"2011-02","M","A","126","Oman","712166","45101"
"2011-02","M","A","246","Sudan","1064184","76422"
"2011-02","M","A","121","China, Macao","10120","104708"
"2011-02","M","A","306","Ireland","251132","109617"
"2011-02","M","A","326","Norway","170973","146575"
"2011-02","M","A","609","New Zealand","314960","150533"
"2011-02","M","A","331","Switzerland","1628407","199056"
"2011-02","M","A","311","Portugal","52117","201641"
"2011-02","M","A","114","Iraq","538906","235723"
"2011-02","M","A","310","Greece","11847","276799"
"2011-02","M","A","115","Israel","149399","330648"
"2011-02","M","A","330","Sweden","376334","332672"
"2011-02","M","A","127","Pakistan","134712","388362"
"2011-02","M","A","236","Nigeria","338562","430716"
"2011-02","M","A","145","Kazakhstan","968678","483620"
"2011-02","M","A","321","Hungary","115597","532197"
"2011-02","M","A","131","Saudi Arabia","3396465","576586"
"2011-02","M","A","327","Poland","177750","598360"
"2011-02","M","A","113","Iran (Islamic Republic of)","1904519","612811"
"2011-02","M","A","129","Philippines","932531","667489"
"2011-02","M","A","432","Panama","1987","672405"
"2011-02","M","A","137","Turkey","198923","918042"
"2011-02","M","A","312","Spain","472219","1059313"
"2011-02","M","A","429","Mexico","630374","1152124"
"2011-02","M","A","138","United Arab Emirates","526555","1190157"
"2011-02","M","A","122","Malaysia","3173055","1251208"
"2011-02","M","A","136","Thailand","2318668","1271813"
"2011-02","M","A","141","Viet Nam","468613","1312082"
"2011-02","M","A","112","Indonesia","1444950","1414859"
"2011-02","M","A","132","Singapore","1697941","1820006"
"2011-02","M","A","344","Russian Federation","2548861","1927823"
"2011-02","M","A","303","United Kingdom","776256","2019146"
"2011-02","M","A","307","Italy","811718","2262955"
"2011-02","M","A","111","India","1753178","2547920"
"2011-02","M","A","309","Netherlands","395140","2990843"
"2011-02","M","A","304","Germany","4979280","4120476"
"2011-02","M","A","133","Republic of Korea","9634283","4728722"
"2011-02","M","A","400","Latin America","6994121","5526291"
"2011-02","M","A","703","Association of Southeast Asian Nations (ASEAN)","10361246","8182455"
"2011-02","M","A","116","Japan","12811176","8191869"
"2011-02","M","A","110","China, Hong Kong","914244","15102901"
"2011-02","M","A","502","United States of America","7835509","15792307"
"2011-02","M","A","704","European Union（EU）","11286341","18930162"
"2011-02","M","A","705","APEC","66438724","60450530"
"2011-02","M","A","244","South Africa","2530094","588933"
"2011-02","M","B","244","South Africa","4899191","1678832"
"2011-02","M","B","500","Northern America","23176015","44600587"
"2011-02","M","A","500","Northern America","9158128","17113002"
"2011-03","M","A","000","World","152060308","152199071"
"2011-03","M","B","000","World","400638875","399642564"
"2011-03","M","A","200","Africa","8243606","4749507"
"2011-03","M","B","200","Africa","22485285","14316867"
"2011-03","M","A","600","Oceania","6503159","3205300"
"2011-03","M","B","600","Oceania","19191655","8621698"
"2011-03","M","A","202","Angola","2148555","168347"
"2011-03","M","B","202","Angola","5635335","525627"
"2011-03","M","A","402","Argentina","182717","722986"
"2011-03","M","B","402","Argentina","504825","1684349"
"2011-03","M","A","601","Australia","5833932","2702845"
"2011-03","M","B","601","Australia","17597618","7148564"
"2011-03","M","A","315","Austria","460445","158885"
"2011-03","M","B","315","Austria","1070786","455489"
"2011-03","M","A","301","Belgium","860069","1611972"
"2011-03","M","B","301","Belgium","2078975","4105861"
"2011-03","M","A","410","Brazil","3522123","2186988"
"2011-03","M","B","410","Brazil","10047065","6066810"
"2011-03","M","A","501","Canada","1771015","1860412"
"2011-03","M","B","501","Canada","5453330","5302816"
"2011-03","M","A","100","Asia","88724818","75936701"
"2011-03","M","B","100","Asia","230553768","193664900"
"2011-03","M","A","300","Europe","25080010","32426638"
"2011-03","M","B","300","Europe","64691633","88247330"
"2011-03","M","A","412","Chile","1511054","759450"
"2011-03","M","B","412","Chile","5244553","2150279"
"2011-03","M","A","143","China,Taiwan","11265574","3245511"
"2011-03","M","B","143","China,Taiwan","29547511","8073093"
"2011-03","M","A","302","Denmark","256289","459515"
"2011-03","M","B","302","Denmark","630042","1276041"
"2011-03","M","A","318","Finland","392429","480599"
"2011-03","M","B","318","Finland","1002012","1370101"
"2011-03","M","A","305","France","1828320","2270323"
"2011-03","M","B","305","France","5035656","6382336"
"2011-03","M","B","432","Panama","10938","2965215"
"2011-03","M","B","121","China, Macao","41458","466187"
"2011-03","M","B","236","Nigeria","600884","1941535"
"2011-03","M","B","429","Mexico","2214667","4799519"
"2011-03","M","B","138","United Arab Emirates","1802257","5101341"
"2011-03","M","B","113","Iran (Islamic Republic of)","6691039","3084614"
"2011-03","M","B","114","Iraq","2296939","960228"
"2011-03","M","B","131","Saudi Arabia","11312863","2458075"
"2011-03","M","B","246","Sudan","2447774","397445"
"2011-03","M","B","141","Viet Nam","2039165","5862322"
"2011-03","M","B","400","Latin America","24694565","23205121"
"2011-03","M","B","609","New Zealand","1277567","662172"
"2011-03","M","B","312","Spain","1812185","4234069"
"2011-03","M","B","311","Portugal","215429","692120"
"2011-03","M","B","110","China, Hong Kong","3802095","57615065"
"2011-03","M","B","127","Pakistan","579186","1833270"
"2011-03","M","B","309","Netherlands","1883464","12125521"
"2011-03","M","B","145","Kazakhstan","3417344","1871436"
"2011-03","M","B","330","Sweden","1655392","1436113"
"2011-03","M","B","502","United States of America","31550283","66103698"
"2011-03","M","B","331","Switzerland","7060626","771181"
"2011-03","M","B","304","Germany","21074700","16324247"
"2011-03","M","B","704","European Union（EU）","47111913","76587140"
"2011-03","M","B","112","Indonesia","6185587","6213264"
"2011-03","M","B","303","United Kingdom","3042749","8779167"
"2011-03","M","B","122","Malaysia","13913098","5554489"
"2011-03","M","B","705","APEC","260803983","247341104"
"2011-03","M","B","703","Association of Southeast Asian Nations (ASEAN)","42964547","36371174"
"2011-03","M","B","126","Oman","2776995","240205"
"2011-03","M","B","132","Singapore","6812071","8357893"
"2011-03","M","B","116","Japan","47863615","32891668"
"2011-03","M","B","344","Russian Federation","8513246","7568288"
"2011-03","M","B","136","Thailand","9319078","5550377"
"2011-03","M","B","307","Italy","3679380","8632026"
"2011-03","M","B","111","India","7090136","10537945"
"2011-03","M","B","133","Republic of Korea","37073205","19300106"
"2011-03","M","B","115","Israel","647139","1496755"
"2011-03","M","B","327","Poland","472999","2429122"
"2011-03","M","B","326","Norway","995334","914485"
"2011-03","M","B","129","Philippines","3695196","2929664"
"2011-03","M","B","137","Turkey","678263","3497192"
"2011-03","M","B","321","Hungary","581668","1716615"
"2011-03","M","B","306","Ireland","912574","458058"
"2011-03","M","B","310","Greece","61811","1049600"
"2011-03","M","A","126","Oman","824573","67335"
"2011-03","M","A","246","Sudan","814374","169232"
"2011-03","M","A","306","Ireland","366450","179264"
"2011-03","M","A","121","China, Macao","12725","191012"
"2011-03","M","A","326","Norway","388638","201260"
"2011-03","M","A","311","Portugal","84571","231205"
"2011-03","M","A","609","New Zealand","519923","232427"
"2011-03","M","A","331","Switzerland","2013135","263044"
"2011-03","M","A","114","Iraq","709588","289584"
"2011-03","M","A","310","Greece","21426","435026"
"2011-03","M","A","330","Sweden","691456","518109"
"2011-03","M","A","115","Israel","252425","551360"
"2011-03","M","A","321","Hungary","240735","590436"
"2011-03","M","A","236","Nigeria","127525","684552"
"2011-03","M","A","127","Pakistan","222924","736940"
"2011-03","M","A","145","Kazakhstan","1273438","766046"
"2011-03","M","A","327","Poland","162029","899097"
"2011-03","M","A","131","Saudi Arabia","4255550","911705"
"2011-03","M","A","113","Iran (Islamic Republic of)","2623243","989393"
"2011-03","M","A","129","Philippines","1393821","1124673"
"2011-03","M","A","432","Panama","3758","1171566"
"2011-03","M","A","137","Turkey","223528","1287041"
"2011-03","M","A","312","Spain","657278","1504779"
"2011-03","M","A","138","United Arab Emirates","586364","1855346"
"2011-03","M","A","429","Mexico","901879","1895044"
"2011-03","M","A","122","Malaysia","5736033","2252781"
"2011-03","M","A","136","Thailand","3834927","2365866"
"2011-03","M","A","112","Indonesia","2288856","2369732"
"2011-03","M","A","141","Viet Nam","764879","2459872"
"2011-03","M","A","344","Russian Federation","3224880","2670299"
"2011-03","M","A","307","Italy","1550842","2975712"
"2011-03","M","A","303","United Kingdom","1225651","3376849"
"2011-03","M","A","132","Singapore","2592905","3488986"
"2011-03","M","A","111","India","2598558","4075540"
"2011-03","M","A","309","Netherlands","735449","4725977"
"2011-03","M","A","304","Germany","8729704","5962286"
"2011-03","M","A","133","Republic of Korea","14106928","7811829"
"2011-03","M","A","400","Latin America","8630486","8890249"
"2011-03","M","A","116","Japan","18771461","13135643"
"2011-03","M","A","703","Association of Southeast Asian Nations (ASEAN)","17052790","14830989"
"2011-03","M","A","110","China, Hong Kong","1876875","22062028"
"2011-03","M","A","502","United States of America","12072027","25100976"
"2011-03","M","A","704","European Union（EU）","19010726","28490530"
"2011-03","M","A","705","APEC","99530284","95975504"
"2011-03","M","A","244","South Africa","2587183","994787"
"2011-03","M","B","244","South Africa","7485958","2672795"
"2011-03","M","B","500","Northern America","37013597","71586647"
"2011-03","M","A","500","Northern America","13847471","26990676"
"2011-04","M","A","000","World","144263081","155684084"
"2011-04","M","B","000","World","545019119","555299866"
"2011-04","M","A","200","Africa","8281974","5774404"
"2011-04","M","B","200","Africa","30767801","20092835"
"2011-04","M","A","600","Oceania","6784565","3085345"
"2011-04","M","B","600","Oceania","26003589","11707162"
"2011-04","M","A","202","Angola","2203394","240109"
"2011-04","M","B","202","Angola","7839023","765738"
"2011-04","M","A","402","Argentina","91568","554313"
"2011-04","M","B","402","Argentina","596393","2238326"
"2011-04","M","A","601","Australia","6142306","2665560"
"2011-04","M","B","601","Australia","23767486","9814274"
"2011-04","M","A","315","Austria","396369","173248"
"2011-04","M","B","315","Austria","1467427","628744"
"2011-04","M","A","301","Belgium","902059","1499080"
"2011-04","M","B","301","Belgium","2982355","5605154"
"2011-04","M","A","410","Brazil","3236375","2530685"
"2011-04","M","B","410","Brazil","13277789","8596368"
"2011-04","M","A","501","Canada","1678113","2048069"
"2011-04","M","B","501","Canada","7130963","7350716"
"2011-04","M","A","100","Asia","83549264","77096491"
"2011-04","M","B","100","Asia","314177172","270742406"
"2011-04","M","A","300","Europe","24848689","32685463"
"2011-04","M","B","300","Europe","89553774","120928485"
"2011-04","M","A","412","Chile","1354084","937728"
"2011-04","M","B","412","Chile","6611129","3087833"
"2011-04","M","A","143","China,Taiwan","10949047","3329487"
"2011-04","M","B","143","China,Taiwan","40494310","11402557"
"2011-04","M","A","302","Denmark","203679","454077"
"2011-04","M","B","302","Denmark","833466","1730109"
"2011-04","M","A","318","Finland","268697","539160"
"2011-04","M","B","318","Finland","1270744","1909555"
"2011-04","M","A","305","France","1781979","2465401"
"2011-04","M","B","305","France","6817613","8847063"
"2011-04","M","B","432","Panama","13859","3989700"
"2011-04","M","B","121","China, Macao","54108","659118"
"2011-04","M","B","114","Iraq","3649778","1295868"
"2011-04","M","B","138","United Arab Emirates","2389911","7247190"
"2011-04","M","B","113","Iran (Islamic Republic of)","9160775","4122094"
"2011-04","M","B","429","Mexico","2866929","6664227"
"2011-04","M","B","141","Viet Nam","2970566","8613011"
"2011-04","M","B","131","Saudi Arabia","15180320","3575806"
"2011-04","M","B","609","New Zealand","1821494","944548"
"2011-04","M","B","236","Nigeria","622533","2677635"
"2011-04","M","B","311","Portugal","294867","909438"
"2011-04","M","B","309","Netherlands","2769026","16901580"
"2011-04","M","B","126","Oman","4164662","325350"
"2011-04","M","B","246","Sudan","3286868","601647"
"2011-04","M","B","312","Spain","2503788","5750877"
"2011-04","M","B","331","Switzerland","9888298","1104881"
"2011-04","M","B","400","Latin America","32526181","32591786"
"2011-04","M","B","127","Pakistan","737362","2529839"
"2011-04","M","B","330","Sweden","2208293","1921876"
"2011-04","M","B","145","Kazakhstan","4643752","2920781"
"2011-04","M","B","304","Germany","29148594","22499498"
"2011-04","M","B","307","Italy","5351119","11466102"
"2011-04","M","B","502","United States of America","42031329","91679343"
"2011-04","M","B","704","European Union（EU）","65112332","104901649"
"2011-04","M","B","344","Russian Federation","11893707","10501095"
"2011-04","M","B","303","United Kingdom","4203241","12137292"
"2011-04","M","B","112","Indonesia","8456046","8740275"
"2011-04","M","B","110","China, Hong Kong","4911796","81077944"
"2011-04","M","B","122","Malaysia","19065012","7940810"
"2011-04","M","B","703","Association of Southeast Asian Nations (ASEAN)","58875493","51338930"
"2011-04","M","B","132","Singapore","9164869","11653561"
"2011-04","M","B","705","APEC","352990296","344758813"
"2011-04","M","B","136","Thailand","12749909","7701586"
"2011-04","M","B","116","Japan","63853355","45002582"
"2011-04","M","B","133","Republic of Korea","50545884","26663928"
"2011-04","M","B","115","Israel","920530","2053448"
"2011-04","M","B","306","Ireland","1253048","642762"
"2011-04","M","B","111","India","9074673","14502973"
"2011-04","M","B","326","Norway","1299920","1119349"
"2011-04","M","B","129","Philippines","5149662","4137155"
"2011-04","M","B","321","Hungary","782568","2187620"
"2011-04","M","B","137","Turkey","874733","4891994"
"2011-04","M","B","327","Poland","618915","3272467"
"2011-04","M","B","310","Greece","82142","1364221"
"2011-04","M","A","126","Oman","1388676","85155"
"2011-04","M","A","306","Ireland","340554","184704"
"2011-04","M","A","121","China, Macao","12650","192928"
"2011-04","M","A","246","Sudan","838441","204202"
"2011-04","M","A","326","Norway","304446","204864"
"2011-04","M","A","311","Portugal","79455","217319"
"2011-04","M","A","609","New Zealand","544111","282418"
"2011-04","M","A","310","Greece","20330","314766"
"2011-04","M","A","331","Switzerland","2827555","333700"
"2011-04","M","A","114","Iraq","1347618","335597"
"2011-04","M","A","321","Hungary","200892","471148"
"2011-04","M","A","330","Sweden","553474","485773"
"2011-04","M","A","115","Israel","273391","556688"
"2011-04","M","A","127","Pakistan","158116","696511"
"2011-04","M","A","236","Nigeria","21550","735907"
"2011-04","M","A","327","Poland","145908","843372"
"2011-04","M","A","432","Panama","2920","1024540"
"2011-04","M","A","113","Iran (Islamic Republic of)","2427716","1037447"
"2011-04","M","A","145","Kazakhstan","1225324","1049435"
"2011-04","M","A","131","Saudi Arabia","3874344","1120335"
"2011-04","M","A","129","Philippines","1452594","1207502"
"2011-04","M","A","137","Turkey","198321","1394967"
"2011-04","M","A","312","Spain","690513","1517088"
"2011-04","M","A","429","Mexico","648607","1865009"
"2011-04","M","A","138","United Arab Emirates","585093","2146353"
"2011-04","M","A","136","Thailand","3428569","2151904"
"2011-04","M","A","122","Malaysia","5144134","2386454"
"2011-04","M","A","112","Indonesia","2267091","2525608"
"2011-04","M","A","141","Viet Nam","930998","2750611"
"2011-04","M","A","307","Italy","1671064","2834630"
"2011-04","M","A","344","Russian Federation","3352561","2933419"
"2011-04","M","A","132","Singapore","2347003","3296029"
"2011-04","M","A","303","United Kingdom","1161175","3358798"
"2011-04","M","A","111","India","1984874","3967071"
"2011-04","M","A","309","Netherlands","885566","4776581"
"2011-04","M","A","304","Germany","8090047","6175852"
"2011-04","M","A","133","Republic of Korea","13472291","7364691"
"2011-04","M","A","400","Latin America","7816890","9389076"
"2011-04","M","A","116","Japan","15988790","12121826"
"2011-04","M","A","703","Association of Southeast Asian Nations (ASEAN)","15886043","14967685"
"2011-04","M","A","110","China, Hong Kong","1109654","23463963"
"2011-04","M","A","502","United States of America","10493429","25578237"
"2011-04","M","A","704","European Union（EU）","18014916","28317971"
"2011-04","M","A","705","APEC","92092998","97433999"
"2011-04","M","A","244","South Africa","2684432","1081763"
"2011-04","M","B","244","South Africa","10169759","3754321"
"2011-04","M","B","500","Northern America","49174015","99237193"
"2011-04","M","A","500","Northern America","12173281","27653306"
"2011-05","M","A","000","World","144110223","157157191"
"2011-05","M","B","000","World","689410859","712374855"
"2011-05","M","A","200","Africa","8719180","6212320"
"2011-05","M","B","200","Africa","39518794","26303291"
"2011-05","M","A","600","Oceania","6778630","3276849"
"2011-05","M","B","600","Oceania","32829751","14983755"
"2011-05","M","A","202","Angola","2447849","185061"
"2011-05","M","B","202","Angola","10287019","950802"
"2011-05","M","A","402","Argentina","104601","672769"
"2011-05","M","B","402","Argentina","701060","2910257"
"2011-05","M","A","601","Australia","6217752","2720095"
"2011-05","M","B","601","Australia","30032035","12534012"
"2011-05","M","A","315","Austria","424217","183901"
"2011-05","M","B","315","Austria","1891616","812718"
"2011-05","M","A","301","Belgium","895481","1819658"
"2011-05","M","B","301","Belgium","3877846","7423682"
"2011-05","M","A","410","Brazil","4920826","3143919"
"2011-05","M","B","410","Brazil","18202200","11730556"
"2011-05","M","A","501","Canada","1529322","1914286"
"2011-05","M","B","501","Canada","8694998","9264532"
