CRE_Gdpct(Merge Query)
年度标识,城市名称,城市代码,省份名称,生产总值,年末总人口,人口密度,外商新签合同数,外商协议投资金额,外商实际投资额
2009,钦州市,450700,广西壮族自治区,396.1829,371.1900,342.3300,4.0000,11250.0000,22146.0000
2009,防城港市,450600,广西壮族自治区,251.0367,86.9200,139.7000,2.0000,2724.0000,3963.8000
2009,北海市,450500,广西壮族自治区,321.0598,160.1800,480.0100,19.0000,5018.0000,5018.0000
2009,梧州市,450400,广西壮族自治区,453.6513,316.1800,251.8400,14.0000,9019.0000,16000.0000
2009,桂林市,450300,广西壮族自治区,948.2319,511.6300,183.9800,20.0000,19308.0000,19308.0000
2009,柳州市,450200,广西壮族自治区,1046.0537,367.5600,197.4300,6.0000,2228.0000,2821.1000
2009,南宁市,450100,广西壮族自治区,1524.7144,697.9000,315.8100,56.0000,27845.0000,27845.0000
2009,宁德市,350900,福建省,612.2800,337.0200,631.9100,17.0000,7116.0000,5672.0000
2009,龙岩市,350800,福建省,824.8800,293.3500,869.3800,64.0000,17567.0000,15225.0000
2009,南平市,350700,福建省,621.6500,310.1000,701.5300,61.0000,39067.0000,6167.0000
2009,漳州市,350600,福建省,1178.0100,471.7700,691.5900,154.0000,78500.0000,55018.0000
2009,泉州市,350500,福建省,3069.5000,680.8500,478.6500,103.0000,95910.0000,172002.0000
2009,三明市,350400,福建省,800.2400,271.0600,530.3400,46.0000,20401.0000,7460.0000
2009,莆田市,350300,福建省,691.4200,319.6100,654.1900,25.0000,15034.0000,18302.0000
2009,厦门市,350200,福建省,1737.2300,177.0000,953.2100,325.0000,139531.0000,168674.0000
2009,福州市,350100,福建省,2604.0400,637.9200,746.1000,144.0000,122969.0000,103227.0000
2009,安康市,610900,陕西省,268.7220,303.5736,129.0200,1.0000,732.0000,575.0000
2009,榆林市,610800,陕西省,1261.2800,359.1131,82.4100,3.0000,3510.0000,660.0000
2009,汉中市,610700,陕西省,404.4820,381.5527,140.0400,2.0000,3630.0000,3597.0000
2009,延安市,610600,陕西省,711.3910,227.5110,61.4300,2.0000,5400.0000,174.0000
2009,渭南市,610500,陕西省,606.8910,556.8574,423.9800,4.0000,1956.0000,4470.0000
2009,咸阳市,610400,陕西省,804.4010,516.3801,506.4500,2.0000,514.0000,4059.0000
2009,宝鸡市,610300,陕西省,738.2010,378.7753,208.9100,2.0000,5248.0000,3610.0000
2009,铜川市,610200,陕西省,137.4980,85.3125,219.7600,1.0000,600.0000,500.0000
2009,西安市,610100,陕西省,2689.0610,781.6746,773.3200,63.0000,84178.0000,121873.0000
2009,迪庆藏族自治州,533400,云南省,63.6560,37.9000,,4.0000,3454.0000,617.0000
2009,怒江傈僳族自治州,533300,云南省,48.0471,53.6000,,,,130.0000
2009,德宏傣族景颇族自治州,533100,云南省,115.7088,119.4000,,2.0000,1709.0000,1224.0000
2009,大理白族自治州,532900,云南省,404.4965,350.8000,,8.0000,1509.0000,1891.0000
2009,西双版纳傣族自治州,532800,云南省,138.6353,107.6000,,3.0000,564.0000,302.0000
2009,文山壮族苗族自治州,532600,云南省,284.8997,345.4000,,1.0000,292.0000,147.0000
2009,红河哈尼族彝族自治州,532500,云南省,560.8799,444.2000,,3.0000,491.0000,1391.0000
2009,楚雄彝族自治州,532300,云南省,343.9465,270.1000,,1.0000,299.0000,193.0000
2009,临沧市,530900,云南省,181.3326,239.6000,97.9200,3.0000,7107.0000,2507.0000
2009,普洱市,530800,云南省,211.6987,258.7000,55.0000,1.0000,82.0000,241.0000
2009,丽江市,530700,云南省,120.6746,122.6000,56.8000,6.0000,5264.0000,26.0000
2009,昭通市,530600,云南省,320.4517,534.3000,247.6200,1.0000,800.0000,300.0000
2009,保山市,530500,云南省,221.6595,247.7000,127.4300,,,1852.0000
2009,玉溪市,530400,云南省,644.4042,228.7000,140.2400,2.0000,1342.0000,1188.0000
2009,曲靖市,530300,云南省,870.9446,581.8000,213.1800,6.0000,566.0000,3696.0000
2009,昆明市,530100,云南省,1837.4605,628.0000,254.1000,120.0000,124239.0000,63199.0000
2009,嘉峪关市,620200,甘肃省,160.0500,,71.1100,,,
2009,兰州市,620100,甘肃省,925.9821,,247.2800,17.0000,,4320.0000
2009,甘南藏族自治州,623000,甘肃省,57.6547,,,,,
2009,临夏回族自治州,622900,甘肃省,93.1710,,,,,
2009,陇南市,621200,甘肃省,142.3386,,100.0100,,,
2009,定西市,621100,甘肃省,131.9394,,147.2800,,,
2009,庆阳市,621000,甘肃省,302.2211,,96.2200,,,
2009,酒泉市,620900,甘肃省,321.0479,,4.9700,84.0000,,4485.0000
2009,平凉市,620800,甘肃省,195.6563,,205.7000,,,
2009,张掖市,620700,甘肃省,192.0761,,31.1000,,,
2009,武威市,620600,甘肃省,192.7902,,59.8500,,,
2009,天水市,620500,甘肃省,260.0022,,250.5000,151.0000,,1164.0000
2009,白银市,620400,甘肃省,265.3311,,84.8600,,,
2009,金昌市,620300,甘肃省,194.7493,,53.4700,,,
2009,凉山彝族自治州,513400,四川省,627.1100,473.0000,,,,
2009,甘孜藏族自治州,513300,四川省,103.1500,102.3000,,,,
2009,阿坝藏族羌族自治州,513200,四川省,109.5900,89.2000,,,,
2009,资阳市,512000,四川省,534.5100,501.3000,629.6800,2.0000,,1010.0000
2009,巴中市,511900,四川省,238.3200,385.2000,326.1400,1.0000,,64.0000
2009,雅安市,511800,四川省,239.6100,155.2000,101.3900,3.0000,,2722.0000
2009,达州市,511700,四川省,682.7300,683.4000,396.3400,143.0000,,1780.0000
2009,广安市,511600,四川省,450.3400,470.0000,740.8900,5.0000,,307.0000
2009,宜宾市,511500,四川省,720.7800,534.9000,403.0800,2.0000,,1986.0000
2009,眉山市,511400,四川省,465.3300,348.1000,484.3700,5.0000,,11146.0000
2009,南充市,511300,四川省,686.2800,753.5000,603.8200,23.0000,,1016.0000
2009,乐山市,511100,四川省,619.0200,353.2000,275.3900,12.0000,,8330.0000
2009,内江市,511000,四川省,560.8800,425.6000,790.2200,6.0000,,700.0000
2009,遂宁市,510900,四川省,411.8400,387.1000,726.8500,2.0000,,1015.0000
2009,广元市,510800,四川省,270.4800,312.7000,191.6900,,,
2009,绵阳市,510700,四川省,820.1700,544.7000,268.9800,8.0000,,25828.0000
2009,德阳市,510600,四川省,779.8900,388.4000,657.0800,10.0000,,12150.0000
2009,泸州市,510500,四川省,587.6000,497.2000,406.5300,5.0000,,1952.0000
2009,攀枝花市,510400,四川省,424.0800,111.6000,149.9700,3.0000,,17907.0000
2009,自贡市,510300,四川省,541.0500,328.5000,751.1800,2.0000,,241.0000
2009,成都市,510100,四川省,4502.6000,1139.6000,940.2100,214.0000,,279700.0000
2009,吕梁市,141100,山西省,611.5606,,179.4200,2.0000,3943.0000,3546.8000
2009,临汾市,141000,山西省,766.8659,,215.5600,9.0000,3132.0000,1889.6000
2009,忻州市,140900,山西省,349.3072,,122.1900,3.0000,9030.0000,638.5100
2009,运城市,140800,山西省,723.0077,,355.1400,4.0000,4720.0000,4214.6400
2009,晋中市,140700,山西省,636.8106,,195.0700,8.0000,4781.0000,7047.9000
2009,朔州市,140600,山西省,561.3074,,142.2100,4.0000,3796.0000,110.0000
2009,晋城市,140500,山西省,606.0499,,229.7400,1.0000,-855.0000,538.7200
2009,长治市,140400,山西省,775.2901,,237.2100,3.0000,2007.0000,100.0000
2009,阳泉市,140300,山西省,348.7100,,285.0500,8.0000,5465.0000,2932.8000
2009,大同市,140200,山西省,596.2587,,223.4000,2.0000,1264.0000,2133.0000
2009,太原市,140100,山西省,1545.2409,,524.3700,30.0000,29610.0000,26163.5000
2009,巢湖市,341400,安徽省,529.5883,458.5997,605.8600,12.0000,10999.0000,24983.0000
2009,马鞍山市,340500,安徽省,666.4876,128.6113,232.9800,16.0000,19487.0000,57238.0000
2009,六安市,341500,安徽省,563.7200,705.8912,549.4500,10.0000,9039.0000,11442.0000
2009,滁州市,341100,安徽省,576.1845,450.2525,436.3800,15.0000,8092.0000,9331.0000
2009,淮南市,340400,安徽省,508.7730,242.5162,847.6700,3.0000,3959.0000,7343.0000
2009,蚌埠市,340300,安徽省,532.0870,360.6431,706.4700,15.0000,11962.0000,24069.0000
2009,宿州市,341300,安徽省,541.7004,635.1871,562.6900,3.0000,6094.0000,9632.0000
2009,亳州市,341600,安徽省,431.9100,596.9300,678.9500,12.0000,3832.0000,11026.0000
2009,淮北市,340600,安徽省,371.8733,217.7442,474.3200,3.0000,3364.0000,13412.0000
2009,合肥市,340100,安徽省,2102.1289,491.4294,737.7600,59.0000,49543.0000,85746.0000
2009,芜湖市,340200,安徽省,888.4237,230.0977,694.9500,35.0000,32030.0000,59214.0000
2009,黄山市,341000,安徽省,266.9700,148.6033,716.0900,27.0000,4674.0000,11335.0000
2009,安庆市,340800,安徽省,796.1274,615.8832,742.6400,25.0000,9551.0000,16518.0000
2009,池州市,341700,安徽省,245.5861,159.8775,399.2900,24.0000,8233.0000,11932.0000
2009,铜陵市,340700,安徽省,343.6600,73.9920,537.6000,10.0000,12464.0000,15644.0000
2009,宣城市,341800,安徽省,432.7579,277.7726,767.5800,27.0000,10843.0000,14709.0000
2009,阿拉善盟,152900,内蒙古自治区,245.1100,,,,,
2009,乌海市,150300,内蒙古自治区,311.2056,48.7600,274.0000,,,
2009,巴彦淖尔市,150800,内蒙古自治区,509.8600,173.2700,26.9000,2.0000,,4806.0000
2009,乌兰察布市,150900,内蒙古自治区,500.0100,289.7200,53.1700,4.0000,,3884.0000
2009,锡林郭勒盟,152500,内蒙古自治区,485.0000,,,,,
2009,赤峰市,150400,内蒙古自治区,912.8914,432.8000,51.0100,7.0000,,5038.0000
2009,通辽市,150500,内蒙古自治区,961.3900,308.2600,53.5600,8.0000,,2728.0000
2009,兴安盟,152200,内蒙古自治区,216.1235,,,,,
2009,呼伦贝尔市,150700,内蒙古自治区,779.2653,269.7500,10.7300,38.0000,,8300.0000
2009,包头市,150200,内蒙古自治区,2168.7984,257.2100,79.0800,24.0000,,94900.0000
2009,呼和浩特市,150100,内蒙古自治区,1643.9926,270.8500,132.0100,11.0000,,77576.0000
2009,邯郸市,130400,河北省,2015.2800,887.8600,781.6000,41.0000,53250.0000,33236.0000
2009,邢台市,130500,河北省,1056.2900,698.8800,575.5500,10.0000,8924.0000,20424.0000
2009,衡水市,131100,河北省,652.1100,430.4900,494.9200,8.0000,10848.0000,6885.0000
2009,沧州市,130900,河北省,1801.2300,702.8800,510.5700,20.0000,17329.0000,16484.0000
2009,保定市,130600,河北省,1730.0000,1101.6600,561.2500,18.0000,18009.0000,42478.0000
2009,廊坊市,131000,河北省,1147.4800,412.1900,642.9100,26.0000,15103.0000,46229.0000
2009,唐山市,130200,河北省,3812.7200,746.7900,544.7600,24.0000,46513.0000,79275.0000
2009,秦皇岛市,130300,河北省,804.5400,297.8000,381.8200,16.0000,29859.0000,45713.0000
2009,张家口市,130700,河北省,800.3400,423.5300,125.3800,13.0000,16577.0000,8053.0000
2009,承德市,130800,河北省,760.1100,344.2000,94.0400,8.0000,16329.0000,6697.0000
2009,石家庄市,130100,河北省,3001.2800,988.1100,616.7400,31.0000,27986.0000,54350.0000
2009,扬州市,321000,江苏省,1856.3943,458.8000,366.4800,362.0000,,226563.0000
2009,盐城市,320900,江苏省,1917.0000,812.3700,618.1100,315.0000,,104376.0000
2009,淮安市,320800,江苏省,1121.7500,534.1600,117.3700,164.0000,,61418.0000
2009,连云港市,320700,江苏省,941.1300,490.6400,775.9400,159.0000,,103992.0000
2009,南通市,320600,江苏省,2872.8038,762.6600,1125.2400,401.0000,,200481.0000
2009,苏州市,320500,江苏省,7740.2000,633.2900,488.2300,1426.0000,,822653.0000
2009,常州市,320400,江苏省,2519.9300,359.8200,281.2400,252.0000,,258199.0000
2009,徐州市,320300,江苏省,2390.1600,957.6100,850.6000,145.0000,,69781.0000
2009,无锡市,320200,江苏省,4991.7200,465.6500,972.5400,271.0000,,320308.0000
2009,黔南布依族苗族自治州,522700,贵州省,297.9700,397.3100,,,,
2009,黔东南苗族侗族自治州,522600,贵州省,269.7300,445.5700,,,,
2009,毕节市,520500,贵州省,500.0100,798.6200,,,,
2009,黔西南布依族苗族自治州,522300,贵州省,274.8300,332.0900,,,,
2009,六盘水市,520200,贵州省,431.0300,310.2000,321.0800,1.0000,,703.0000
2009,贵阳市,520100,贵州省,971.9400,367.0800,456.9100,19.0000,,11220.0000
2009,铜仁市,520600,贵州省,251.7400,415.5600,,,,
2009,安顺市,520400,贵州省,195.7000,273.4900,295.1200,2.0000,,725.0000
2009,遵义市,520300,贵州省,777.6400,750.8600,244.0900,2.0000,,2991.0000
2009,海西蒙古族藏族自治州,632800,青海省,291.7800,38.5899,,,,
2009,玉树藏族自治州,632700,青海省,25.4800,35.7267,,,,
2009,果洛藏族自治州,632600,青海省,15.0500,16.6155,,,,
2009,海南藏族自治州,632500,青海省,58.7200,44.0488,,,,
2009,黄南藏族自治州,632300,青海省,34.6400,24.7180,,,,
2009,海北藏族自治州,632200,青海省,42.6300,28.0137,,,,
2009,海东市,630200,青海省,135.6700,161.3591,,,,
2009,西宁市,630100,青海省,501.0700,193.9439,253.0200,11.0000,,2985.0000
2009,林芝市,540400,西藏自治区,45.7700,,,,,
2009,阿里地区,542500,西藏自治区,16.3400,,,,,
2009,那曲地区,542400,西藏自治区,45.1100,,,,,
2009,日喀则市,540200,西藏自治区,75.5100,,,,,
2009,山南市,540500,西藏自治区,45.4800,,,,,
2009,昌都市,540300,西藏自治区,57.9000,,,,,
2009,拉萨市,540100,西藏自治区,154.2700,51.5300,,,,
2009,阜阳市,341200,安徽省,607.8090,1000.4976,534.3300,7.0000,4717.0000,4842.0000
2009,衢州市,330800,浙江省,617.5000,249.8600,193.5400,20.0000,,6380.0000
2009,金华市,330700,浙江省,1765.9400,463.6800,227.7800,93.0000,,40034.0000
2009,温州市,330300,浙江省,2527.8800,779.1100,488.8300,21.0000,,23448.0000
2009,舟山市,330900,浙江省,533.2600,96.7700,294.5600,12.0000,,10595.0000
2009,绍兴市,330600,浙江省,2375.4600,437.7400,337.1400,174.0000,,81117.0000
2009,湖州市,330500,浙江省,1111.5000,259.1700,391.7300,374.0000,,81095.0000
2009,嘉兴市,330400,浙江省,1918.0300,339.6000,260.8700,255.0000,,133460.0000
2009,葫芦岛市,211400,辽宁省,445.5800,282.3000,271.0200,24.0000,,7447.0000
2009,朝阳市,211300,辽宁省,518.0900,342.6000,173.9300,14.0000,,7332.0000
2009,铁岭市,211200,辽宁省,605.7100,306.1000,235.7900,20.0000,,17197.0000
2009,盘锦市,211100,辽宁省,676.8700,130.0000,319.3600,28.0000,,30178.0000
2009,辽阳市,211000,辽宁省,608.2600,183.5000,387.4200,28.0000,,81718.0000
2009,阜新市,210900,辽宁省,287.9700,192.3000,185.6800,27.0000,,6413.0000
2009,营口市,210800,辽宁省,806.9600,235.0000,435.1000,,,50491.0000
2009,锦州市,210700,辽宁省,727.3000,310.2000,313.6100,42.0000,,36805.0000
2009,丹东市,210600,辽宁省,607.5200,242.6000,159.4000,77.0000,,50003.0000
2009,本溪市,210500,辽宁省,688.3900,155.5000,184.8300,11.0000,,20108.0000
2009,抚顺市,210400,辽宁省,698.6400,222.6000,197.4900,53.0000,,31284.0000
2009,鞍山市,210300,辽宁省,1730.4700,352.0000,380.4900,52.0000,,74177.0000
2009,大连市,210200,辽宁省,4349.5100,584.8000,465.0900,473.0000,,601697.0000
2009,沈阳市,210100,辽宁省,4268.5100,716.5000,552.0400,710.0000,,541039.0000
2009,鄂尔多斯市,150600,内蒙古自治区,2160.9968,162.5400,17.2300,17.0000,,100000.0000
2009,中卫市,640500,宁夏回族自治区,142.9824,,74.0900,,,
2009,固原市,640400,宁夏回族自治区,89.7724,,142.4300,,,
2009,吴忠市,640300,宁夏回族自治区,190.2328,,67.2800,,,
2009,石嘴山市,640200,宁夏回族自治区,270.7801,,140.3400,2.0000,,1404.0000
2009,银川市,640100,宁夏回族自治区,644.2422,,162.7900,10.0000,,3029.0000
2009,商洛市,611000,陕西省,207.8800,243.0478,125.9800,3.0000,13524.0000,4014.0000
2009,重庆市,500000,重庆市,6651.2200,3275.6100,395.4800,161.0000,244278.0000,337577.0000
2009,三亚市,460200,海南省,182.6561,55.7100,290.9100,20.0000,,16911.0000
2009,海口市,460100,海南省,495.3312,158.2700,686.5100,45.0000,,64783.0000
2009,云浮市,445300,广东省,344.5051,275.8000,354.5400,38.0000,11646.0000,7110.0000
2009,揭阳市,445200,广东省,816.0920,649.1100,1238.7600,23.0000,28160.0000,13212.0000
2009,潮州市,445100,广东省,480.1815,257.8900,831.9000,23.0000,14359.0000,10119.0000
2009,中山市,442000,广东省,1566.4106,147.8600,821.4400,155.0000,40543.0000,60787.0000
2009,东莞市,441900,广东省,3763.9142,178.7300,725.0700,579.0000,161620.0000,259399.0000
2009,清远市,441800,广东省,861.5921,408.8200,214.7600,47.0000,36839.0000,54910.0000
2009,阳江市,441700,广东省,527.2696,275.6700,346.9100,53.0000,38610.0000,17393.0000
2009,河源市,441600,广东省,405.4956,348.9800,223.1000,30.0000,17139.0000,22705.0000
2009,汕尾市,441500,广东省,390.0405,340.6100,646.2000,18.0000,43055.0000,23760.0000
2009,梅州市,441400,广东省,519.2860,507.3600,319.7000,43.0000,21191.0000,8008.0000
2009,惠州市,441300,广东省,1414.7026,324.3600,290.7000,279.0000,140418.0000,139484.0000
2009,肇庆市,441200,广东省,862.0048,413.6900,273.3500,82.0000,151963.0000,88795.0000
2009,茂名市,440900,广东省,1231.2519,735.3100,641.7400,13.0000,9261.0000,3105.0000
2009,湛江市,440800,广东省,1156.6678,763.1400,611.9300,8.0000,9399.0000,2926.0000
2009,江门市,440700,广东省,1340.8813,391.5200,411.9600,178.0000,113361.0000,103666.0000
2009,佛山市,440600,广东省,4820.8972,367.6300,955.3800,162.0000,101341.0000,187365.0000
2009,汕头市,440500,广东省,1035.8687,510.7300,2474.4700,31.0000,19417.0000,20413.0000
2009,珠海市,440400,广东省,1038.6627,102.6500,603.4700,198.0000,46027.0000,118030.0000
2009,深圳市,440300,广东省,8201.3176,245.9600,1234.7400,1498.0000,355805.0000,415994.0000
2009,韶关市,440200,广东省,578.7525,325.5400,176.3200,45.0000,23372.0000,18950.0000
2009,广州市,440100,广东省,9138.2135,794.6200,1068.9000,843.0000,372308.0000,377329.0000
2009,娄底市,431300,湖南省,568.3129,420.5000,518.0900,3.0000,,9009.0000
2009,怀化市,431200,湖南省,559.4841,508.8800,184.2200,9.0000,,5072.0000
2009,永州市,431100,湖南省,640.0361,586.6600,261.4200,27.0000,,33515.0000
2009,郴州市,431000,湖南省,843.2283,473.8600,242.9300,61.0000,,46493.0000
2009,益阳市,430900,湖南省,591.6182,470.5500,387.4800,21.0000,,9189.0000
2009,张家界市,430800,湖南省,203.0965,165.2700,173.6800,8.0000,,3026.0000
2009,常德市,430700,湖南省,1239.2306,616.7200,343.5600,28.0000,,23037.0000
2009,岳阳市,430600,湖南省,1272.1499,548.3400,370.3100,18.0000,,12632.0000
2009,邵阳市,430500,湖南省,600.6947,764.1400,366.8500,21.0000,,7024.0000
2009,衡阳市,430400,湖南省,1168.0146,739.8000,483.5600,83.0000,,36166.0000
2009,湘潭市,430300,湖南省,739.3818,295.2600,588.7500,36.0000,,35027.0000
2009,株洲市,430200,湖南省,1024.8939,382.8000,339.4800,67.0000,,36163.0000
2009,长沙市,430100,湖南省,3744.7641,,551.3100,160.0000,,203260.0000
2009,菏泽市,371700,山东省,957.3109,939.4400,225.4100,19.0000,21140.0000,8516.0000
2009,滨州市,371600,山东省,1354.9931,377.5000,193.2800,11.0000,13026.0000,16922.0000
2009,聊城市,371500,山东省,1378.3700,590.8900,712.8400,9.0000,16696.0000,9076.0000
2009,德州市,371400,山东省,1476.0842,569.0100,392.6800,23.0000,18387.0000,13877.0000
2009,临沂市,371300,山东省,2069.1100,1041.5400,488.1800,35.0000,30586.0000,30515.0000
2009,莱芜市,371200,山东省,471.3000,126.3800,649.0100,23.0000,8489.0000,8874.0000
2009,日照市,371100,山东省,864.6600,285.7600,1023.5300,25.0000,20339.0000,37656.0000
2009,威海市,371000,山东省,1780.3493,252.9700,332.9500,99.0000,56203.0000,55037.0000
2009,泰安市,370900,山东省,1715.6630,555.8300,151.5200,26.0000,13111.0000,8761.0000
2009,济宁市,370800,山东省,2238.1300,831.3100,402.0600,61.0000,44613.0000,41600.0000
2009,潍坊市,370700,山东省,2707.2300,867.8500,664.7800,79.0000,76385.0000,67777.0000
2009,烟台市,370600,山东省,3701.7900,652.0000,794.3800,259.0000,167977.0000,108503.0000
2009,东营市,370500,山东省,2058.9700,184.5900,762.8100,15.0000,11135.0000,16506.0000
2009,枣庄市,370400,山东省,1196.0414,386.7900,938.1800,24.0000,20317.0000,21626.0000
2009,淄博市,370300,山东省,2445.2800,421.4100,605.9100,36.0000,41098.0000,38759.0000
2009,青岛市,370200,山东省,4853.8672,762.9200,693.7000,650.0000,196328.0000,218940.0000
2009,济南市,370100,山东省,3351.3645,603.2700,697.3600,74.0000,115165.0000,98062.0000
2009,上饶市,361100,江西省,728.5029,653.7675,148.8000,69.0000,41012.0000,34890.0000
2009,抚州市,361000,江西省,502.9103,390.5673,614.6700,47.0000,8907.0000,13599.0000
2009,宜春市,360900,江西省,700.2430,548.4264,671.9600,46.0000,30679.0000,32614.0000
2009,吉安市,360800,江西省,584.1087,483.0175,282.6200,78.0000,42886.0000,34481.0000
2009,赣州市,360700,江西省,940.6290,842.8813,423.7800,166.0000,97717.0000,77193.0000
2009,鹰潭市,360600,江西省,256.8020,111.5406,530.2100,30.0000,13732.0000,11079.0000
2009,新余市,360500,江西省,484.1748,114.0308,445.4600,12.0000,17923.0000,42831.0000
2009,九江市,360400,江西省,831.3636,478.9502,867.4300,172.0000,59012.0000,52072.0000
2009,萍乡市,360300,江西省,421.4862,186.4278,660.9300,39.0000,16111.0000,12434.0000
2009,景德镇市,360200,江西省,364.0337,157.6589,581.6600,17.0000,10764.0000,10072.0000
2009,南昌市,360100,江西省,1837.5008,464.8898,411.7700,145.0000,151741.0000,125089.0000
2009,丽水市,331100,浙江省,542.0200,257.3900,319.5400,8.0000,,2913.0000
2009,台州市,331000,浙江省,2025.4700,578.4700,212.0800,25.0000,,18806.0000
2009,宁波市,330200,浙江省,4214.6000,571.0200,304.8300,403.0000,,220541.0000
2009,杭州市,330100,浙江省,5098.6600,683.3800,671.8900,554.0000,,401370.0000
2009,宿迁市,321300,江苏省,826.8532,540.6000,253.5900,55.0000,,11163.0000
2009,泰州市,321200,江苏省,1660.9200,503.9800,153.8800,166.0000,,105626.0000
2009,镇江市,321100,江苏省,1672.0765,269.8800,117.8400,164.0000,,144081.0000
2009,南京市,320100,江苏省,4230.2600,629.7700,956.8100,333.0000,,239199.0000
2009,上海市,310000,上海市,15742.4400,1400.7000,2209.3100,3090.0000,1330100.0000,1053800.0000
2009,白城市,220800,吉林省,353.3626,203.1700,78.9200,2.0000,6801.0000,6502.0000
2009,松原市,220700,吉林省,900.8304,288.3300,136.7100,2.0000,3004.0000,10789.0000
2009,白山市,220600,吉林省,356.6348,129.7200,74.1900,13.0000,8368.0000,6110.0000
2009,通化市,220500,吉林省,518.0017,226.8100,149.2700,13.0000,5966.0000,13978.0000
2009,辽源市,220400,吉林省,336.1820,123.7800,240.8600,1.0000,12960.0000,10812.0000
2009,四平市,220300,吉林省,658.5947,339.1200,240.8500,4.0000,914.0000,5920.0000
2009,吉林市,220200,吉林省,1500.4776,434.1900,161.2500,11.0000,3840.0000,37200.0000
2009,长春市,220100,吉林省,2848.5627,756.5100,367.1600,27.0000,23009.0000,63501.0000
2009,天津市,120000,天津市,7618.2000,979.8400,833.2000,596.0000,1383817.0000,901985.0000
2009,北京市,110000,北京市,12900.9000,1245.8000,759.1400,1423.0000,,612094.0000
2008,和田地区,653200,新疆维吾尔自治区,74.5231,191.0100,,,,
2008,喀什地区,653100,新疆维吾尔自治区,249.0700,377.5300,,1.0000,225.0000,
2008,克孜勒苏柯尔克孜自治州,653000,新疆维吾尔自治区,27.6752,51.4700,,,70.0000,3523.0000
2008,阿克苏地区,652900,新疆维吾尔自治区,273.1177,225.4200,,,,226.0000
2008,巴音郭楞蒙古自治州,652800,新疆维吾尔自治区,585.7551,125.4300,,1.0000,1188.0000,
2008,博尔塔拉蒙古自治州,652700,新疆维吾尔自治区,88.2206,47.7100,,1.0000,400.0000,1094.0000
2008,阿勒泰地区,654300,新疆维吾尔自治区,117.6466,65.1700,,1.0000,146.0000,2100.0000
2008,塔城地区,654200,新疆维吾尔自治区,261.2130,100.8600,,2.0000,899.0000,27.0000
2008,伊犁哈萨克自治州,654000,新疆维吾尔自治区,670.0931,440.8000,,11.0000,5997.0000,2642.0000
2008,昌吉回族自治州,652300,新疆维吾尔自治区,388.1499,137.7100,,3.0000,8068.0000,5691.0000
2008,哈密地区,652200,新疆维吾尔自治区,126.8961,56.2700,,4.0000,3132.0000,2203.0000
2008,吐鲁番地区,652100,新疆维吾尔自治区,201.2271,60.6800,,2.0000,-180.0000,150.0000
2008,克拉玛依市,650200,新疆维吾尔自治区,661.2062,27.2700,40.4500,1.0000,21.0000,
2008,乌鲁木齐市,650100,新疆维吾尔自治区,1020.3488,236.0500,166.0500,35.0000,26931.0000,2052.0000
2008,恩施土家族苗族自治州,422800,湖北省,249.1800,395.3400,,,,
2008,随州市,421300,湖北省,310.2000,256.1100,265.7800,18.0000,,3906.0000
2008,咸宁市,421200,湖北省,359.1900,288.2000,292.2700,8.0000,,9641.0000
2008,黄冈市,421100,湖北省,600.7500,735.1400,421.3800,28.0000,,13366.0000
2008,荆州市,421000,湖北省,623.9800,653.1000,463.5700,16.0000,,11686.0000
2008,孝感市,420900,湖北省,593.0600,525.1000,589.2900,21.0000,,13881.0000
2008,荆门市,420800,湖北省,520.3600,300.1100,241.9500,13.0000,,11909.0000
2008,鄂州市,420700,湖北省,269.7900,106.8200,710.2400,4.0000,,9336.0000
2008,襄阳市,420600,湖北省,1002.4600,584.4000,296.2800,20.0000,,16928.0000
2008,宜昌市,420500,湖北省,1026.5600,400.8300,190.4400,17.0000,,16013.0000
2008,十堰市,420300,湖北省,487.6362,351.0000,148.2400,8.0000,,5045.0000
2008,黄石市,420200,湖北省,556.5700,257.3100,561.4400,20.0000,,30800.0000
2008,武汉市,420100,湖北省,3960.0849,833.2000,980.9700,171.0000,,257338.0000
2008,大兴安岭地区,232700,黑龙江省,69.7000,52.9000,,3.0000,3153.0000,700.0000
2008,绥化市,231200,黑龙江省,534.2000,577.2000,165.0800,7.0000,3543.0000,3618.0000
2008,黑河市,231100,黑龙江省,205.6000,173.9000,25.3000,7.0000,5791.0000,4106.0000
2008,牡丹江市,231000,黑龙江省,501.1000,269.9000,66.5100,17.0000,9321.0000,10951.0000
2008,七台河市,230900,黑龙江省,187.2000,90.2000,145.0200,1.0000,172.0000,197.0000
2008,佳木斯市,230800,黑龙江省,398.5000,251.7000,76.9400,7.0000,16987.0000,4658.0000
2008,伊春市,230700,黑龙江省,179.0000,127.6000,38.9600,7.0000,1868.0000,1405.0000
2008,大庆市,230600,黑龙江省,2220.4000,277.2000,130.6500,15.0000,15982.0000,11698.0000
2008,双鸭山市,230500,黑龙江省,260.1000,150.5000,64.8500,3.0000,1265.0000,
2008,鹤岗市,230400,黑龙江省,184.7000,109.4000,74.6900,2.0000,808.0000,1015.0000
2008,鸡西市,230300,黑龙江省,315.9000,190.8000,84.7000,6.0000,7185.0000,2275.0000
2008,齐齐哈尔市,230200,黑龙江省,665.9000,569.2000,134.0300,8.0000,9692.0000,6583.0000
2008,哈尔滨市,230100,黑龙江省,2868.2000,990.1000,186.5300,76.0000,92412.0000,58307.0000
